,support,itemsets
0,0.275,"frozenset({'12', 'TPH1_Intron9: tt'})"
1,0.32,"frozenset({'VHT2A_C102T: CC', '12'})"
2,0.29,"frozenset({'TPH1_intron1b: AT', '12', 'TPH1_Intron9: ct'})"
3,0.235,"frozenset({'TPH1_intron1b: AA', '12', 'VHT2A_C102T: CT'})"
4,0.25,"frozenset({'12', 'TPH1_Intron9: ct', 'VHT2A_C102T: CT'})"
5,0.245,"frozenset({'12', 'TPH1_Intron9: ct', 'TPH1_intron1b: AA'})"
