,support,itemsets
0,0.2422360248447205,"frozenset({'VHTTP_mutation_seule: AA', '9', 'VHTTP_LPR: LpLp'})"
1,0.2422360248447205,"frozenset({'VHTTP_LPR: SpSp', '9'})"
2,0.4409937888198758,"frozenset({'VHTTP_mutation_seule: AA', '9', 'VHTTP_LPR: SpLp'})"
