,support,itemsets
0,0.2682926829268293,"frozenset({'VHTTP_LPR: SpSp', '6'})"
1,0.2926829268292683,"frozenset({'VHTTP_mutation_seule: AA', 'VHTTP_LPR: SpLp', '6'})"
2,0.3902439024390244,"frozenset({'VHTTP_mutation_seule: AA', 'VHTTP_LPR: LpLp', '6'})"
