,support,itemsets
0,0.28,"frozenset({'VHTTP_LPR: SpLp', 'VHTTP_mutation_seule: AG', '17'})"
1,0.68,"frozenset({'VHTTP_mutation_seule: AA', 'VHTTP_LPR: LpLp', '17'})"
