,support,itemsets
0,0.23545516769336072,"frozenset({'VHTTP_mutation_seule: AA', '12', 'VHTTP_LPR: LpLp'})"
1,0.25804243668720056,"frozenset({'VHTTP_LPR: SpSp', '12'})"
2,0.44421629021218345,"frozenset({'VHTTP_mutation_seule: AA', '12', 'VHTTP_LPR: SpLp'})"
