,support,itemsets
0,0.21739130434782608,"frozenset({'12', 'VHT2A_1438: AA'})"
1,0.2,"frozenset({'12', 'TPH2_9000_Eco72_1: AA', 'VHT2A_1438: GG'})"
2,0.33043478260869563,"frozenset({'12', 'TPH2_9000_Eco72_1: TA'})"
3,0.2956521739130435,"frozenset({'VHT2A_1438: AG', '12', 'TPH2_9000_Eco72_1: AA'})"
