,support,itemsets
0,0.22,"frozenset({'7', 'TPH1_Intron7: CC'})"
1,0.2,"frozenset({'7', 'TPH1_Intron7: AA', 'TPH1_T8687: SS'})"
2,0.24,"frozenset({'7', 'TPH1_T8687: FF'})"
3,0.24,"frozenset({'7', 'TPH2_Intron9: AA', 'TPH1_Intron7: AC'})"
4,0.3,"frozenset({'7', 'TPH1_T8687: FS', 'TPH1_Intron7: AC'})"
5,0.24,"frozenset({'7', 'TPH2_Intron9: AT', 'TPH1_Intron7: AC'})"
