,support,itemsets
0,0.22580645161290322,"frozenset({'MAOA_Promo: 1', '3'})"
1,0.31105990783410137,"frozenset({'TPH1_promo: 11', 'TPH1_Intron4: CC', '3'})"
2,0.23963133640552994,"frozenset({'TPH1_promo: 12', '3', 'TPH1_Intron4: TC'})"
3,0.22811059907834103,"frozenset({'TPH1_promo: 12', '3', 'MAOA_Promo: 2'})"
4,0.2857142857142857,"frozenset({'TPH1_Intron4: CC', '3', 'MAOA_Promo: 2'})"
5,0.2488479262672811,"frozenset({'TPH1_promo: 12', 'TPH1_Intron4: CC', '3'})"
