,support,itemsets
0,0.2,"frozenset({'12', '@_httpb_promoteur: SS'})"
1,0.21739130434782608,"frozenset({'12', 'VHT2A_1438: AA'})"
2,0.2956521739130435,"frozenset({'12', 'VHT2A_1438: GG'})"
3,0.3130434782608696,"frozenset({'12', '@_httpb_promoteur: LL'})"
4,0.25217391304347825,"frozenset({'VHT2A_1438: AG', '12', '@_httpb_promoteur: SL'})"
