,UMAP1,UMAP2,profile
1992,-23.379532,-10.075367,4
1993,-21.483059,-18.064734,4
1994,-10.926513,9.568108,4
1995,-8.811652,0.20146136,4
1996,10.553791,-24.877625,1
1997,-23.372782,-10.068551,4
1998,-8.811673,0.20147751,4
1999,-10.923507,9.571148,4
2000,-23.376486,-10.072255,4
2001,24.652971,4.42425,5
2002,10.469183,-24.948172,1
2003,10.535509,-24.55143,1
2004,10.333455,-24.218386,1
2005,10.429229,-24.56413,1
2006,10.610202,-24.777113,1
2007,11.005848,-24.74495,1
2008,10.381418,-24.528767,1
2009,-23.378674,-10.074485,4
2010,-20.705696,6.0752397,4
2011,-22.678541,-2.6879177,4
2012,-5.0992055,-27.600454,4
2013,-18.004827,21.299644,4
2014,-18.01119,21.305983,4
2015,-18.02107,21.315826,4
2016,-5.3346615,35.680256,3
2017,-20.67726,6.1036105,4
2018,10.289932,-24.683702,1
2019,10.438531,-24.43165,1
2020,-10.921531,9.573147,4
2021,-20.88428,5.8965845,4
2022,10.632824,-24.601538,1
2023,-22.645775,-2.7215407,4
2024,-5.0992,-27.600428,4
2025,-7.7697744,16.837902,4
2026,-1.6846526,-14.22138,2
2027,10.585548,-24.449242,1
2028,10.517606,-24.792002,1
2029,-18.020838,21.315546,4
2030,-20.700062,6.080834,4
2031,10.343393,-24.45932,1
2032,10.700995,-24.887245,1
2033,10.75415,-24.558659,1
2034,10.562712,-24.59615,1
2035,10.50888,-24.911293,1
2036,10.707644,-24.443802,1
2037,-5.330664,35.674564,3
2038,-22.677681,-2.6888163,4
2039,-20.676746,6.104138,4
2040,-22.692528,-2.6746373,4
2041,10.459425,-24.411026,1
2042,-20.794226,5.9866567,4
2043,-20.77974,6.001097,4
2044,-20.792185,5.988834,4
2045,10.208728,-24.662724,1
2046,10.626071,-24.853752,1
2047,-7.4582524,11.6284275,4
2048,-5.0992174,-27.600449,4
2049,10.538296,-24.409073,1
2050,-20.803308,5.977598,4
2051,-20.808105,5.9728107,4
2052,-22.71627,-2.6512887,4
2053,32.27056,-6.7801805,5
2054,10.476939,-24.819942,1
2055,10.623848,-24.917698,1
2056,10.582357,-24.539804,1
2057,24.652933,4.4242616,5
2058,32.174595,-6.8770356,5
2059,-18.044277,21.338993,4
2060,-21.48301,-18.06475,4
2061,10.456799,-24.426104,1
2062,-23.374662,-10.069773,4
2063,32.179707,-6.872565,5
2064,32.273834,-6.7768717,5
2065,-20.866526,5.914356,4
2066,-18.021055,21.315796,4
2067,-20.80503,5.9758267,4
2068,32.253174,-6.798018,5
2069,10.833081,-24.263077,1
2070,7.8482327,-2.2345784,2
2071,7.1555715,-2.3946998,2
2072,12.280699,9.374562,2
2073,7.1871567,-2.4277973,2
2074,7.135682,-2.39603,2
2075,-0.7878337,7.3089733,0
2076,-1.5865368,-12.882529,2
2077,-1.5865364,-12.884012,2
2078,-1.4004406,-13.094448,2
2079,-0.51165855,-6.6249166,2
2080,1.4616657,3.089611,0
2081,1.543088,3.1955457,0
2082,1.1687552,2.8062992,0
2083,1.0155797,2.463065,0
2084,2.496174,2.0303693,2
2085,7.5745945,-7.4459796,2
2086,1.0472974,2.5152378,0
2087,2.503652,2.0381663,2
2088,1.520153,3.1723588,0
2089,1.5435181,3.1992614,0
2090,1.1970664,2.6552386,0
2091,1.5339468,3.1893897,0
2092,1.0807103,2.5559542,0
2093,1.5278833,3.1844363,0
2094,2.4943814,2.0323198,2
2095,1.190119,2.6378703,0
2096,-0.9723011,7.71817,0
2097,-1.0305076,7.7538896,0
2098,-1.0146724,7.742991,0
2099,12.601505,1.4296993,2
2100,11.068905,1.4105922,2
2101,11.941957,1.5085846,2
2102,11.122642,1.4449513,2
2103,-0.9776532,7.6800556,0
2104,-0.80890995,7.2813816,0
2105,-0.8623393,7.5684156,0
2106,11.169299,1.4777501,2
2107,-0.8020273,7.237994,0
2108,-0.99913555,7.7430468,0
2109,8.465402,4.297667,2
2110,-0.8460221,7.53889,0
2111,-0.9623294,7.7156153,0
2112,11.081799,1.4126462,2
2113,2.41312,2.1124573,2
2114,-0.6645372,7.079455,0
2115,7.4830174,-7.6375976,2
2116,-0.7469563,7.168031,0
2117,8.677878,4.199099,2
2118,11.937258,1.5100385,2
2119,8.478123,4.3069153,2
2120,8.473009,4.305568,2
2121,-1.0321019,7.7812395,0
2122,-1.0337305,7.7830553,0
2123,1.4808517,3.1499147,0
2124,-1.0265709,7.7493277,0
2125,-0.73949134,7.1533647,0
2126,11.899728,1.5192801,2
2127,-0.9391436,7.6883106,0
2128,-0.7793907,7.211912,0
2129,-0.72864777,7.130451,0
2130,-1.019191,7.768062,0
2131,-0.9943182,7.810899,0
2132,-0.99617,7.707959,0
2133,-1.0359435,7.760807,0
2134,-0.9903011,7.702684,0
2135,13.157512,1.7756017,2
2136,11.127128,1.4505099,2
2137,-1.0322472,7.777486,0
2138,-0.8032042,7.269485,0
2139,-0.9689067,7.722482,0
2140,2.3826416,2.1292515,2
2141,-1.0484489,7.8013687,0
2142,-0.88308954,7.605109,0
2143,-1.0333092,7.7836,0
2144,-1.0488225,7.7991176,0
2145,1.7583134,2.5030122,0
2146,1.4573414,3.1143112,0
2147,13.694176,-0.6275025,2
2148,12.579723,1.7566891,2
2149,12.763623,1.6524799,2
2150,-0.9698312,7.7162685,0
2151,-0.7418071,7.170597,0
2152,8.862632,4.1229997,2
2153,3.8059595,8.192272,0
2154,-1.0189614,7.7539845,0
2155,-0.7547096,7.184377,0
2156,-0.73381436,7.15201,0
2157,-0.92423594,7.6559315,0
2158,1.5193553,3.1779912,0
2159,-0.7558527,7.17915,0
2160,11.118418,1.4426469,2
2161,-14.090989,-10.520135,4
2162,-11.163496,15.595768,4
2163,-14.125556,-10.554694,4
2164,-18.027147,21.3219,4
2165,33.090973,3.0888872,5
2166,33.090965,3.0889406,5
2167,-23.364029,-10.059613,4
2168,-8.811567,0.20153487,4
2169,-14.139774,-10.568936,4
2170,-21.483652,-18.065266,4
2171,33.09097,3.0889595,5
2172,32.162388,-6.8889155,5
2173,32.16159,-6.8897867,5
2174,33.090935,3.0890076,5
2175,32.150864,-6.9004207,5
2176,33.09091,3.0890622,5
2177,33.090878,3.08914,5
2178,-14.139565,-10.568709,4
2179,-5.3021693,35.647984,3
2180,-18.024471,21.31934,4
2181,-11.163603,15.595675,4
2182,10.51208,-24.532225,1
2183,11.003657,-24.747211,1
2184,10.659348,-24.34666,1
2185,-11.1631565,15.59624,4
2186,10.4679165,-24.413887,1
2187,10.702458,-24.87848,1
2188,-21.48772,-18.06512,4
2189,-22.679243,-2.6870968,4
2190,10.422297,-24.665087,1
2191,-23.36461,-10.06035,4
2192,-20.799679,5.981204,4
2193,24.652966,4.42427,5
2194,10.648028,-24.41645,1
2195,-7.4471884,11.639458,4
2196,-5.327584,35.673244,3
2197,10.810767,-24.253984,1
2198,-20.751556,6.0293074,4
2199,11.015153,-24.740374,1
2200,-20.65795,6.122922,4
2201,-20.65382,6.127067,4
2202,32.23361,-6.817602,5
2203,-23.374605,-10.070322,4
2204,-23.36045,-10.056078,4
2205,-18.014038,21.308891,4
2206,-18.017893,21.312681,4
2207,-23.353899,-10.049365,4
2208,-23.58648,-10.286723,4
2209,10.8216,-24.244764,1
2210,10.686557,-24.8846,1
2211,-5.087889,-27.589123,4
2212,-20.676758,6.1041374,4
2213,-23.600332,-10.300908,4
2214,-11.166998,15.592233,4
2215,-22.718828,-2.6493306,4
2216,32.265236,-6.785474,5
2217,10.264326,-24.60562,1
2218,-22.666325,-2.7013834,4
2219,32.229397,-6.821871,5
2220,-18.031754,21.326506,4
2221,-20.779747,6.001158,4
2222,-11.164227,15.594975,4
2223,32.285908,-6.764806,5
2224,32.234024,-6.8176804,5
2225,-7.5051894,11.581348,4
2226,12.437633,1.746362,2
2227,10.072839,-1.9273351,2
2228,7.8511415,-2.2285073,2
2229,7.1426883,-2.3913646,2
2230,3.434853,8.198587,0
2231,3.4317448,8.193621,0
2232,2.474493,2.0466547,2
2233,2.492802,2.0322626,2
2234,1.015633,2.4728475,0
2235,10.097957,3.868305,2
2236,12.620537,1.4457434,2
2237,13.1449585,1.7709129,2
2238,3.875088,8.159512,0
2239,13.07585,1.206482,2
2240,12.42436,1.775456,2
2241,12.768572,1.9612315,2
2242,3.4891274,8.177547,0
2243,11.081802,1.4054693,2
2244,12.779899,1.4960424,2
2245,13.153286,1.7590166,2
2246,12.817523,2.141011,2
2247,12.618596,1.4430315,2
2248,12.664153,1.7147969,2
2249,12.787381,2.0959904,2
2250,12.597484,1.4440578,2
2251,13.055842,1.74557,2
2252,12.580903,1.4612234,2
2253,12.701729,1.5583667,2
2254,12.85089,1.758807,2
2255,7.8508606,-2.229764,2
2256,10.614075,-2.6226287,2
2257,11.557944,-3.8246121,2
2258,12.281682,9.37365,2
2259,10.069606,-1.9239466,2
2260,7.141081,-2.3818455,2
2261,7.1440525,-2.3843806,2
2262,11.559994,-3.8159704,2
2263,7.09374,-2.3323042,2
2264,1.1501555,2.8274333,0
2265,-5.8751497,-13.672899,2
2266,7.2480435,-7.040726,2
2267,11.133772,1.456736,2
2268,1.0035707,2.4618626,0
2269,1.0876449,2.6449099,0
2270,1.4533947,3.1027515,0
2271,2.4919798,2.034448,2
2272,1.1017549,2.5894296,0
2273,1.1944369,2.652914,0
2274,1.4889003,3.1492615,0
2275,3.523155,8.118113,0
2276,1.0928262,2.6218026,0
2277,1.0818303,2.5887249,0
2278,1.0101116,2.4646177,0
2279,11.155027,1.4782273,2
2280,1.1872019,2.6533837,0
2281,2.4876473,2.0362427,2
2282,3.7054434,7.9198933,0
2283,1.4883143,3.148181,0
2284,1.525067,3.187562,0
2285,1.2705091,2.967901,0
2286,7.242258,-7.0166097,2
2287,3.6755574,7.914457,0
2288,-0.81721014,7.2089057,0
2289,-1.0439923,7.7904277,0
2290,1.1252291,2.5859945,0
2291,-0.6636985,7.0762014,0
2292,11.09769,1.4276627,2
2293,-0.6690467,7.0855904,0
2294,-0.97185844,7.721019,0
2295,-0.9677937,7.693581,0
2296,-0.7927221,7.2260356,0
2297,-0.7997313,7.277898,0
2298,1.5550262,3.0822308,0
2299,-0.741555,7.161009,0
2300,12.916109,1.7547174,2
2301,14.218165,-7.5826974,2
2302,12.635076,1.47744,2
2303,14.512667,-7.308188,2
2304,12.434604,1.7637147,2
2305,0.99711233,2.4522443,0
2306,-0.97000897,7.714021,0
2307,-0.9827667,7.703886,0
2308,-1.0059001,7.708988,0
2309,1.0264044,2.4837554,0
2310,11.122095,1.4474252,2
2311,3.568238,8.017706,0
2312,7.8528852,-2.2284846,2
2313,7.4234533,-7.555544,2
2314,3.5690598,8.011794,0
2315,12.744444,1.4586949,2
2316,13.173096,1.7696309,2
2317,-10.711479,4.171681,4
2318,-21.482613,-18.065117,4
2319,-14.13327,-10.562428,4
2320,-18.040379,21.335258,4
2321,-20.775032,6.005891,4
2322,-1.6879689,-14.222519,2
2323,10.815725,-24.261904,1
2324,-18.024632,21.31939,4
2325,-18.03224,21.327044,4
2326,-7.357367,6.0341825,4
2327,-10.923297,9.571369,4
2328,-22.676802,-2.6903114,4
2329,-10.923295,9.571369,4
2330,-23.370651,-10.066048,4
2331,10.54587,-24.733824,1
2332,-18.040997,21.33578,4
2333,-11.163426,15.595915,4
2334,10.241255,-24.646074,1
2335,10.336997,-24.233242,1
2336,24.652971,4.4242454,5
2337,-20.771465,6.0094724,4
2338,-7.491059,11.595543,4
2339,-23.372786,-10.068446,4
2340,-20.70401,6.07689,4
2341,11.980429,1.5271779,2
2342,12.631012,1.5694169,2
2343,13.06495,1.7565726,2
2344,12.604058,1.5765607,2
2345,12.275825,9.378653,2
2346,12.274206,9.38,2
2347,13.162435,1.7810841,2
2348,12.628491,1.4466183,2
2349,12.632996,1.4845992,2
2350,12.635408,1.8640001,2
2351,12.799408,2.0992799,2
2352,12.667371,1.7405453,2
2353,12.617801,1.4601924,2
2354,13.001085,1.5631441,2
2355,12.588847,1.4081827,2
2356,13.120335,1.7389584,2
2357,12.604443,1.4766542,2
2358,12.784934,1.823538,2
2359,12.423238,1.7888627,2
2360,13.108044,1.1970658,2
2361,12.664352,1.4816095,2
2362,12.772069,2.0768538,2
2363,12.80936,2.118718,2
2364,12.892701,2.0824878,2
2365,13.078375,1.7626737,2
2366,12.414525,1.7790401,2
2367,12.815758,2.1174111,2
2368,13.139507,1.7924032,2
2369,12.616033,1.4476916,2
2370,13.179834,1.775524,2
2371,13.0664425,1.2265108,2
2372,12.60717,1.437093,2
2373,12.806735,2.106255,2
2374,12.602445,1.4518335,2
2375,13.154338,1.7769321,2
2376,12.650905,1.4932112,2
2377,12.415897,1.7599587,2
2378,12.635469,1.4962747,2
2379,12.789149,2.0512483,2
2380,12.730292,2.0111847,2
2381,12.686565,1.8126686,2
2382,12.436031,1.7694526,2
2383,12.788517,2.139045,2
2384,12.6561775,1.4927862,2
2385,12.61992,1.8629985,2
2386,12.60505,1.7271621,2
2387,12.644924,1.7509593,2
2388,12.622258,1.444707,2
2389,12.802864,2.0946856,2
2390,10.185526,3.9333985,2
2391,12.800836,2.1229022,2
2392,12.40798,1.7832664,2
2393,13.116418,1.7811843,2
2394,12.796712,2.1106827,2
2395,-1.5874076,-12.881399,2
2396,7.1069264,-2.3467724,2
2397,7.1425967,-2.392145,2
2398,7.126348,-2.390921,2
2399,12.276122,9.378334,2
2400,7.1083775,-2.3483086,2
2401,-1.5868099,-12.882471,2
2402,7.144899,-2.3803823,2
2403,7.4513307,-2.5894876,2
2404,-1.4034746,-13.118013,2
2405,12.291803,9.363901,2
2406,12.281485,9.373865,2
2407,10.0707035,-1.9252857,2
2408,10.609529,-2.6177912,2
2409,10.611192,-2.6191618,2
2410,7.4616103,-2.5620537,2
2411,10.077204,-1.9320918,2
2412,7.81581,-2.2793596,2
2413,10.05814,-1.9156775,2
2414,2.4815342,2.039635,2
2415,1.534817,3.1879144,0
2416,11.167272,1.4826403,2
2417,3.456345,8.184242,0
2418,2.4885478,2.0337698,2
2419,1.024447,2.4891908,0
2420,1.5342716,3.1926062,0
2421,3.6098137,7.974588,0
2422,3.4204936,8.213495,0
2423,3.6782684,7.9184694,0
2424,3.4276593,8.190585,0
2425,1.1001867,2.5751069,0
2426,1.3857332,3.0120325,0
2427,11.072833,1.4028758,2
2428,-1.0328703,7.7787023,0
2429,-0.73245025,7.145689,0
2430,1.084823,2.6213517,0
2431,-0.6665984,7.083069,0
2432,2.4859204,2.037367,2
2433,11.122063,1.4488363,2
2434,11.106015,1.4351395,2
2435,14.505184,-7.315702,2
2436,12.031951,1.5503983,2
2437,2.492711,2.0333254,2
2438,0.9680347,2.4192066,0
2439,1.4289234,3.0765986,0
2440,3.4240823,8.202116,0
2441,3.4718919,8.11375,0
2442,2.475995,2.0469708,2
2443,3.568355,8.056906,0
2444,1.0649738,2.6010418,0
2445,3.8138208,8.180554,0
2446,1.0122391,2.4709587,0
2447,3.4358318,8.191664,0
2448,3.6698442,7.914319,0
2449,3.6566446,7.92937,0
2450,1.1032709,2.6439435,0
2451,1.4778721,3.1475043,0
2452,11.09248,1.4222212,2
2453,1.1561322,2.768676,0
2454,1.0136311,2.4688663,0
2455,2.4886699,2.0339417,2
2456,2.4809668,2.0412853,2
2457,3.6149392,7.970255,0
2458,1.1813624,2.653561,0
2459,1.4759793,3.1424575,0
2460,1.4984047,3.16169,0
2461,3.5744848,8.038889,0
2462,2.4956205,2.0326316,2
2463,2.4935923,2.033205,2
2464,1.447036,3.111297,0
2465,2.4868221,2.0402794,2
2466,2.4173453,2.0963125,2
2467,2.4570389,2.0673964,2
2468,11.070952,1.4039378,2
2469,3.51993,8.112532,0
2470,2.4868479,2.0367472,2
2471,3.441135,8.177893,0
2472,3.652093,7.9348016,0
2473,1.0673323,2.5310147,0
2474,1.2446893,2.681103,0
2475,3.471377,8.114839,0
2476,1.2129415,2.665442,0
2477,3.440223,8.1856575,0
2478,2.4563322,2.0671792,2
2479,7.4862547,-7.6602945,2
2480,1.1338172,2.797263,0
2481,3.5666978,8.015205,0
2482,2.4827888,2.039772,2
2483,2.486258,2.0401194,2
2484,1.5262569,3.1798935,0
2485,7.503981,-7.615185,2
2486,7.5356126,-7.6225595,2
2487,1.5503687,3.2040212,0
2488,7.2434773,-7.035365,2
2489,1.0124598,2.467519,0
2490,1.4501357,3.1023839,0
2491,1.2444329,2.9297068,0
2492,1.2802553,2.9785607,0
2493,7.535876,-7.4553347,2
2494,1.1966834,2.637557,0
2495,2.474043,2.0473194,2
2496,3.438946,8.201543,0
2497,3.7187955,7.953894,0
2498,1.224303,2.610651,0
2499,1.177263,2.7845428,0
2500,-0.7476817,7.156676,0
2501,-1.0167277,7.762006,0
2502,11.101317,1.4312342,2
2503,-0.98296785,7.7321224,0
2504,1.1010871,2.599549,0
2505,-0.7492997,7.168262,0
2506,-0.8874945,7.608646,0
2507,1.4807055,3.1436598,0
2508,2.4011421,2.1057897,2
2509,1.0767179,2.6142716,0
2510,11.0792,1.4112369,2
2511,1.0821648,2.541336,0
2512,-1.0354807,7.783291,0
2513,-0.97404,7.7260756,0
2514,1.4348342,3.0900297,0
2515,2.3745315,2.1583347,2
2516,-0.7325492,7.1399946,0
2517,11.120082,1.4527875,2
2518,1.5107986,3.1740391,0
2519,11.136949,1.463077,2
2520,1.5292015,3.182438,0
2521,-1.0463353,7.795466,0
2522,-1.0299445,7.744879,0
2523,11.039934,1.3733044,2
2524,1.0425575,2.495297,0
2525,2.4906538,2.036815,2
2526,3.4205801,8.17324,0
2527,-0.7409198,7.1467648,0
2528,2.3849063,2.1172185,2
2529,-0.7673875,7.231736,0
2530,2.3919356,2.1163702,2
2531,8.858439,4.1257725,2
2532,1.0876274,2.536806,0
2533,-0.7988031,7.244294,0
2534,11.054134,1.390653,2
2535,-1.0451492,7.7937293,0
2536,11.096029,1.425529,2
2537,-0.75311774,7.1679215,0
2538,11.106778,1.4345086,2
2539,-0.9319356,7.6932397,0
2540,11.087241,1.420375,2
2541,-1.0492291,7.7772503,0
2542,-0.74170977,7.1473765,0
2543,13.086414,1.7229521,2
2544,13.152928,1.7872238,2
2545,-0.72077626,7.1236243,0
2546,-0.7411975,7.1601553,0
2547,-0.98631227,7.7025304,0
2548,1.0157031,2.473009,0
2549,11.085123,1.4134727,2
2550,-0.75282896,7.1687045,0
2551,11.117768,1.4457675,2
2552,11.183074,1.5435517,2
2553,-1.0380998,7.7668138,0
2554,8.479056,4.3032026,2
2555,1.3899889,3.0266116,0
2556,1.53437,3.1919355,0
2557,12.596319,1.4082677,2
2558,14.489804,-7.3298035,2
2559,12.801849,2.1046808,2
2560,12.426437,1.7813381,2
2561,14.2155905,-7.5849457,2
2562,13.050432,1.7529112,2
2563,13.111773,1.1820434,2
2564,14.510668,-7.308318,2
2565,12.486547,1.7651062,2
2566,13.69799,-0.62979907,2
2567,12.762168,1.917159,2
2568,13.16287,1.777387,2
2569,13.146087,1.7910995,2
2570,13.18007,1.7945626,2
2571,-0.97938263,7.7004743,0
2572,12.885436,1.7529179,2
2573,2.4033356,2.1143608,2
2574,-1.0250652,7.777441,0
2575,-1.0274932,7.7826295,0
2576,11.109011,1.4357618,2
2577,12.504041,1.8202871,2
2578,3.8491068,8.184438,0
2579,1.0961026,2.6239522,0
2580,-0.7398439,7.1545343,0
2581,2.491364,2.0334466,2
2582,-0.74049515,7.1441646,0
2583,3.718346,7.9964232,0
2584,3.4346325,8.193474,0
2585,12.025161,1.4837816,2
2586,13.125605,1.7417551,2
2587,14.21128,-7.5890484,2
2588,12.607866,1.4517658,2
2589,7.4691467,-7.67787,2
2590,11.067221,1.4017813,2
2591,14.480352,-7.3398695,2
2592,12.789104,2.1455815,2
2593,7.544189,-7.47041,2
2594,1.4613055,3.1304395,0
2595,2.488073,2.037231,2
2596,-1.5818431,-12.89556,2
2597,10.545682,-24.341063,1
2598,-18.04484,21.339647,4
2599,-20.764814,6.016087,4
2600,13.150028,1.7523452,2
2601,13.1435,1.7446488,2
2602,14.503306,-7.317385,2
2603,12.815887,2.1302104,2
2604,12.922515,1.7585988,2
2605,7.8607197,-2.227848,2
2606,7.8506203,-2.2290998,2
2607,10.050858,-1.9069676,2
2608,7.08656,-3.625588,2
2609,7.862393,-2.2179818,2
2610,12.623665,1.5940325,2
2611,14.511731,-7.30067,2
2612,14.4824505,-7.3357487,2
2613,12.61698,1.6005466,2
2614,14.515771,-7.3018007,2
2615,14.532093,-7.288595,2
2616,14.513001,-7.308174,2
2617,1.207164,2.6360862,0
2618,12.557384,1.8197044,2
2619,12.817064,2.1116745,2
2620,14.501936,-7.316358,2
2621,14.486336,-7.3288097,2
2622,14.489708,-7.328926,2
2623,13.184494,1.7881856,2
2624,14.464433,-7.355572,2
2625,14.504057,-7.3163033,2
2626,16.560158,3.1677628,2
2627,12.019584,1.5713713,2
2628,13.113594,1.7485075,2
2629,14.508402,-7.312109,2
2630,13.104269,1.1880802,2
2631,12.611153,1.4489017,2
2632,12.971135,1.746404,2
2633,12.801253,1.4549799,2
2634,14.504989,-7.3153567,2
2635,10.609464,-2.618159,2
2636,7.8211327,-2.2708907,2
2637,-0.502046,-6.465037,2
2638,-0.5042199,-6.473288,2
2639,12.288611,9.367071,2
2640,-1.402089,-13.103503,2
2641,12.282042,9.373379,2
2642,1.4472926,3.0634573,0
2643,-0.73028505,7.1401052,0
2644,-10.958783,9.538632,4
2645,-14.1260195,-10.555172,4
2646,-14.083538,-10.512698,4
2647,-10.958818,9.538637,4
2648,32.13965,-6.911687,5
2649,33.09085,3.08921,5
2650,-10.711485,4.1716547,4
2651,-10.958795,9.538633,4
2652,-10.958773,9.538654,4
2653,-14.116179,-10.545298,4
2654,32.177696,-6.873706,5
2655,-5.3350677,35.679302,3
2656,11.011832,-24.740004,1
2657,-20.817753,5.963082,4
2658,-22.70974,-2.6621916,4
2659,-18.003223,21.297995,4
2660,-23.5939,-10.29433,4
2661,-20.669508,6.1113734,4
2662,-20.650702,6.1302004,4
2663,10.334736,-24.217834,1
2664,10.5411625,-24.41031,1
2665,10.677674,-24.678417,1
2666,-22.716454,-2.651562,4
2667,10.687539,-24.401423,1
2668,-5.3428807,35.68812,3
2669,-22.698599,-2.6689618,4
2670,10.765827,-24.557978,1
2671,10.7055855,-24.869402,1
2672,7.1060076,-2.3437724,2
2673,2.4746363,2.048324,2
2674,12.897003,1.7484808,2
2675,33.090816,3.0892658,5
2676,-7.7697735,16.837934,4
2677,11.033345,-24.735182,1
2678,-20.846306,5.9346213,4
2679,-20.77285,6.008108,4
2680,-22.68924,-2.6781726,4
2681,8.47878,4.300945,2
2682,12.314471,9.344171,2
2683,7.7896795,-2.2934327,2
2684,7.1326346,-2.3767788,2
2685,10.069432,-1.9236727,2
2686,10.618945,-2.6281445,2
2687,12.802076,2.1285121,2
2688,11.063966,1.4019266,2
2689,32.173412,-6.877957,5
2690,-14.099526,-10.528585,4
2691,-14.122502,-10.551638,4
2692,33.090786,3.0892975,5
2693,-21.48204,-18.064157,4
2694,-21.482494,-18.064884,4
2695,-14.122352,-10.551459,4
2696,-22.702032,-2.6631486,4
2697,-22.679798,-2.6856823,4
2698,-21.484095,-18.064924,4
2699,-20.65685,6.12405,4
2700,-18.026787,21.321611,4
2701,-5.098395,-27.599657,4
2702,-18.048208,21.342995,4
2703,-18.016129,21.31086,4
2704,10.653071,-24.86876,1
2705,10.352005,-24.595615,1
2706,-22.707674,-2.659126,4
2707,-22.668873,-2.6996589,4
2708,-22.703314,-2.6653075,4
2709,10.417026,-25.011189,1
2710,-7.504652,11.581887,4
2711,10.343809,-24.215822,1
2712,10.465914,-24.939783,1
2713,-18.076878,21.371662,4
2714,32.176346,-6.8753085,5
2715,11.014096,-24.739408,1
2716,10.328633,-24.562775,1
2717,-22.724014,-2.6443405,4
2718,32.247066,-6.804125,5
2719,-1.5374908,-14.139476,2
2720,10.068651,-1.9229554,2
2721,-0.96611315,7.687945,0
2722,11.122952,1.4467965,2
2723,7.104933,-2.3462982,2
2724,10.069154,-1.9244787,2
2725,7.843793,-2.240526,2
2726,10.369594,23.078712,0
2727,-10.327719,26.989399,3
2728,26.848196,21.053888,5
2729,26.836733,21.063505,5
2730,26.82516,21.075064,5
2731,-9.473767,26.83247,3
2732,26.842785,21.058863,5
2733,26.830044,21.070402,5
2734,26.842157,21.05914,5
2735,10.639616,30.882545,3
2736,26.844698,21.057636,5
2737,5.603573,13.401031,0
2738,2.2331767,12.463468,0
2739,13.6618595,20.527372,0
2740,9.784803,14.244849,0
2741,10.220032,14.674222,0
2742,5.619584,13.413512,0
2743,-10.243433,27.074734,3
2744,2.4559262,12.662203,0
2745,10.644171,30.902534,3
2746,10.570832,22.869255,0
2747,25.649847,-1.7475094,5
2748,13.670141,20.392288,0
2749,25.698847,-1.796639,5
2750,10.753428,30.923447,3
2751,26.84718,21.052998,5
2752,-1.4609694,37.830914,3
2753,26.832888,21.067741,5
2754,26.843904,21.057787,5
2755,26.83882,21.061573,5
2756,26.827421,21.072964,5
2757,26.84632,21.057064,5
2758,10.592755,22.84959,0
2759,-10.2644005,27.057571,3
2760,0.35987487,-8.891213,2
2761,-0.10500298,-8.123742,2
2762,0.39455307,-8.571327,2
2763,17.93782,3.113797,2
2764,0.35945156,-8.878244,2
2765,17.935905,3.1127512,2
2766,-10.320097,26.997675,3
2767,10.780147,31.112839,3
2768,-10.338559,26.978397,3
2769,10.40062,23.04583,0
2770,26.83615,21.064886,5
2771,8.404906,14.970353,0
2772,13.633337,20.988369,0
2773,8.169365,14.78011,0
2774,-11.2698765,-14.673569,4
2775,-11.462072,-2.0064607,4
2776,24.531006,-16.999187,5
2777,-9.291147,-21.271172,4
2778,-11.462147,-2.0065296,4
2779,-11.270182,-14.673288,4
2780,-18.735567,15.128918,4
2781,24.531094,-16.999304,5
2782,-9.2929735,-21.27307,4
2783,-13.088201,-5.058545,4
2784,-1.4647692,37.829926,3
2785,25.857904,-1.9558164,5
2786,26.8282,21.071947,5
2787,2.2311742,12.491071,0
2788,2.5902958,12.36414,0
2789,2.6217144,12.324464,0
2790,10.136243,15.003459,0
2791,5.8563943,13.8169365,0
2792,10.720457,13.61288,0
2793,25.843784,-1.941693,5
2794,3.412071,13.453164,0
2795,-18.73471,15.129785,4
2796,24.530748,-16.998943,5
2797,-18.735195,15.129325,4
2798,-18.735146,15.129362,4
2799,-11.462202,-2.0065997,4
2800,4.65096,18.391405,0
2801,13.63546,20.992039,0
2802,26.831144,21.0691,5
2803,10.422546,23.004204,0
2804,13.785242,20.553646,0
2805,-10.26936,27.047894,3
2806,5.8162665,13.648624,0
2807,10.363489,23.085752,0
2808,25.673279,-1.7710257,5
2809,9.898389,15.607316,0
2810,10.743209,30.924318,3
2811,6.537281,13.345344,0
2812,6.54941,13.310391,0
2813,6.6023445,13.574277,0
2814,-1.3591088,13.864928,0
2815,25.824526,-1.9224045,5
2816,9.774793,16.18391,0
2817,25.81029,-1.9082069,5
2818,-11.462265,-2.006666,4
2819,-1.1224892,-16.230051,2
2820,-11.462318,-2.0067232,4
2821,10.123744,15.657505,0
2822,5.567935,13.37031,0
2823,10.700022,13.630668,0
2824,2.3496275,12.576996,0
2825,12.575071,23.348097,0
2826,26.839838,21.061476,5
2827,13.629861,20.996902,0
2828,9.766565,14.264697,0
2829,-10.31294,27.003819,3
2830,-9.293446,-21.273554,4
2831,-12.46001,2.4463668,4
2832,-12.459992,2.4463584,4
2833,-11.270744,-14.672738,4
2834,-18.735083,15.129433,4
2835,10.675032,30.982342,3
2836,25.687645,-1.7854415,5
2837,13.637045,20.915674,0
2838,10.425883,22.999165,0
2839,25.618914,-1.716443,5
2840,-1.5865308,14.070047,0
2841,10.297154,14.953323,0
2842,6.5355577,13.345795,0
2843,13.7159395,20.457253,0
