,UMAP1,UMAP2,profile
411,-23.3823,-10.078233,4
412,-23.381226,-10.07716,4
413,-18.028616,21.32342,4
414,10.373735,-24.282354,1
415,-5.3291626,35.67526,3
416,-20.766018,6.014771,4
417,10.704913,-24.76359,1
418,-23.380661,-10.076555,4
419,-5.100066,-27.601305,4
420,10.640207,-24.417707,1
421,-22.702143,-2.6649952,4
422,-20.726824,6.0539536,4
423,-21.483837,-18.065365,4
424,-10.922974,9.571628,4
425,10.398015,-24.584358,1
426,-18.026218,21.321005,4
427,10.322188,-24.68196,1
428,-23.386591,-10.0826435,4
429,-20.785841,5.9949617,4
430,10.668176,-24.457722,1
431,-21.483665,-18.065273,4
432,-20.793703,5.9870667,4
433,32.226696,-6.824477,5
434,-22.69689,-2.6719902,4
435,10.4440775,-24.924175,1
436,-0.7547575,7.1744623,0
437,-0.8114988,7.4528203,0
438,10.618803,-2.6222334,2
439,1.0831958,2.6219046,0
440,1.4035755,3.0361898,0
441,1.1584079,2.797787,0
442,-1.0141454,7.7610617,0
443,1.092066,2.6051788,0
444,-0.8828286,7.600528,0
445,-0.73398745,7.1350713,0
446,-1.049378,7.7996244,0
447,1.1513742,2.814562,0
448,11.070642,1.4047023,2
449,11.177731,1.4909416,2
450,-0.6636961,7.0818095,0
451,3.4772294,8.131252,0
452,-5.323309,35.669434,3
453,32.189663,-6.8616643,5
454,-14.107176,-10.53638,4
455,10.793661,-24.339996,1
456,32.231094,-6.8197355,5
457,10.369544,-24.280796,1
458,-23.584038,-10.28426,4
459,-21.483646,-18.065235,4
460,32.186512,-6.8649793,5
461,-1.6862341,-14.222055,2
462,12.415045,1.768071,2
463,3.5057633,8.111135,0
464,1.3960174,-8.357709,2
465,3.4460568,8.18673,0
466,1.5280893,3.1851501,0
467,1.0816033,2.6181257,0
468,1.1549078,2.753748,0
469,-1.0353796,7.7857766,0
470,14.489032,-7.331307,2
471,1.5468346,3.205833,0
472,-11.166229,15.595345,4
473,12.274226,9.380718,2
474,7.4404006,-2.5764503,2
475,11.061807,1.393647,2
476,13.684501,-0.6146141,2
477,12.809812,2.1212883,2
478,13.128213,1.746603,2
479,10.0859375,3.849774,2
480,10.609314,-2.6172621,2
481,10.069889,-1.9248778,2
482,1.0665756,2.528676,0
483,3.6285577,7.934011,0
484,11.0425825,1.3781992,2
485,-1.0224149,7.778205,0
486,11.11523,1.4395634,2
487,-1.0295371,7.793315,0
488,-5.898577,-13.659006,2
489,3.8165133,8.155505,0
490,1.4462636,3.0563145,0
491,1.4828026,3.149027,0
492,1.4458349,3.0775547,0
493,1.4851067,3.1521397,0
494,1.0910894,2.633781,0
495,7.5642333,-7.455881,2
496,1.2759604,2.9740877,0
497,0.9912896,2.447185,0
498,2.464194,2.0587878,2
499,1.4524716,3.1127002,0
500,14.516748,-7.2997885,2
501,1.5639746,3.222059,0
502,3.8462865,8.1724205,0
503,2.476063,2.0471299,2
504,1.520112,3.1757276,0
505,2.4605918,2.0610094,2
506,1.494356,3.1498392,0
507,1.1299735,2.7388208,0
508,2.4914098,2.033707,2
509,1.1700622,2.6286435,0
510,-1.0066726,7.7537394,0
511,1.4594431,3.0791566,0
512,11.118205,1.4404951,2
513,-0.81769335,7.299888,0
514,7.573276,-7.4459844,2
515,-0.8864266,7.602215,0
516,12.9443655,1.7657707,2
517,11.977011,1.5357746,2
518,-0.9780228,7.712391,0
519,-0.96316856,7.7147293,0
520,-0.782197,7.218208,0
521,12.96194,1.7643975,2
522,7.0953016,-3.6201975,2
523,-0.5086446,-6.479421,2
524,33.090694,3.089534,5
525,-21.48377,-18.065306,4
526,-10.711481,4.171681,4
527,3.8630726,-2.0357952,2
528,10.383818,-24.318354,1
529,-21.483826,-18.06534,4
530,32.185513,-6.865991,5
531,12.462445,1.7659119,2
532,2.347535,2.1648881,2
533,10.062004,-1.9193193,2
534,12.591223,1.7397404,2
535,7.104496,-2.3418067,2
536,13.091237,1.2002025,2
537,12.625245,1.4458251,2
538,3.437298,8.19149,0
539,7.107191,-2.3472643,2
540,12.593291,1.4450507,2
541,13.104101,1.2023546,2
542,2.4857497,2.040789,2
543,12.274255,9.380454,2
544,7.142979,-2.3844445,2
545,7.1494417,-2.3897614,2
546,2.4810524,2.0393236,2
547,12.641471,1.8684427,2
548,7.093763,-3.5798178,2
549,7.1186385,-2.3591042,2
550,-14.115595,-10.544785,4
551,7.1427016,-2.3878257,2
552,-14.117452,-10.546618,4
553,10.319655,-24.67313,1
554,-5.326351,35.672386,3
555,10.362714,-24.654854,1
556,10.3567705,-24.671013,1
557,32.239845,-6.8113017,5
558,10.96861,-24.728212,1
559,-21.483738,-18.06521,4
560,10.425594,-24.639677,1
561,10.556202,-24.645939,1
562,-7.769783,16.837925,4
563,32.239548,-6.811515,5
564,10.4023075,-24.918907,1
565,10.464685,-24.574448,1
566,10.688597,-24.817085,1
567,-23.38074,-10.076644,4
568,32.23373,-6.817315,5
569,1.4364295,3.0969174,0
570,2.4732342,2.0488763,2
571,-0.75941,7.1509833,0
572,10.615935,-2.6244385,2
573,9.699256,2.9916565,2
574,1.4676865,3.1324453,0
575,7.810056,-2.2835822,2
576,7.13684,-2.3809323,2
577,7.1495037,-2.388327,2
578,1.0212593,2.4794633,0
579,-0.7349908,7.1468263,0
580,-23.38183,-10.077726,4
581,-5.8868756,-13.655574,2
582,12.290928,9.364867,2
583,3.8246405,8.173419,0
584,1.5276124,3.1837296,0
585,1.4484624,3.1005244,0
586,3.8108983,8.175188,0
587,12.807462,2.1442928,2
588,10.098466,3.8562305,2
589,12.279677,9.375567,2
590,12.282761,9.372626,2
591,-0.7983541,7.2383013,0
592,1.4479975,3.1126792,0
593,3.4492412,8.181068,0
594,7.850215,-2.2303097,2
595,12.713349,1.9691466,2
596,10.0669985,-1.9219133,2
597,13.1002035,1.1921815,2
598,12.602216,1.4298657,2
599,13.061052,1.7991108,2
600,13.099402,1.2023649,2
601,3.437562,8.1790905,0
602,10.068193,-1.9228599,2
603,10.628946,-2.6393077,2
604,1.062458,2.52877,0
605,7.2385902,-7.041953,2
606,-10.711421,4.1717143,4
607,-20.774998,6.005802,4
608,-10.7114,4.1717343,4
609,-18.02547,21.320263,4
610,10.786478,-24.35018,1
611,10.331315,-24.696505,1
612,-22.68421,-2.6835454,4
613,10.401987,-24.533335,1
614,-7.769793,16.837914,4
615,-23.392355,-10.088646,4
616,10.955291,-24.735352,1
617,10.408458,-24.53398,1
618,-7.7698097,16.837938,4
619,-5.325119,35.671143,3
620,-18.019684,21.314507,4
621,10.701221,-24.74579,1
622,-20.808079,5.972715,4
623,-20.714634,6.066174,4
624,10.54529,-24.829576,1
625,10.6720705,-24.820215,1
626,-18.025318,21.320108,4
627,10.703223,-24.878782,1
628,-23.581665,-10.281965,4
629,-20.77515,6.0056777,4
630,10.642006,-24.612116,1
631,-10.923142,9.571468,4
632,-5.3203,35.666378,3
633,10.337688,-24.604338,1
634,-22.701012,-2.6771617,4
635,10.405088,-24.968649,1
636,10.517828,-24.555561,1
637,7.1077843,-2.3523376,2
638,4.2291436,-2.4477332,2
639,1.0063146,2.463518,0
640,1.5389893,3.1947381,0
641,1.0179677,2.474335,0
642,1.5236288,3.1780963,0
643,1.1589385,2.693441,0
644,2.3968542,2.1168613,2
645,-0.94944954,7.693053,0
646,1.0097584,2.4590948,0
647,-0.73470736,7.156192,0
648,14.218013,-7.582708,2
649,11.113451,1.4391686,2
650,32.18733,-6.8639455,5
651,-23.381191,-10.077117,4
652,-20.686005,6.0948043,4
653,-10.923107,9.571499,4
654,10.697571,-24.837593,1
655,-18.034437,21.32926,4
656,-20.764118,6.0166636,4
657,12.428217,1.7631263,2
658,12.293881,9.362025,2
659,2.493702,2.032661,2
660,12.764455,2.1340973,2
661,3.8717737,-2.0302937,2
662,3.5316942,8.092558,0
663,2.479289,2.0457726,2
664,1.1556909,2.792243,0
665,-0.94793135,7.703679,0
666,3.8532557,8.182185,0
667,1.5229119,3.180252,0
668,24.652931,4.424251,5
669,-20.749542,6.03122,4
670,-20.774054,6.006782,4
671,12.700429,1.9575571,2
672,12.38955,1.7844868,2
673,12.280508,9.374861,2
674,7.1480327,-2.388343,2
675,-0.754343,7.176659,0
676,1.2863622,2.9896655,0
677,2.4817848,2.0401096,2
678,1.5283151,3.182991,0
679,1.5089447,3.1718102,0
680,1.1677164,2.7581897,0
681,2.4839714,2.047675,2
682,1.471935,3.1361492,0
683,3.670995,7.8990297,0
684,2.4924564,2.03418,2
685,1.1910743,2.7107775,0
686,-0.77572197,7.2123356,0
687,-0.94741213,7.696776,0
688,-0.7324832,7.1404743,0
689,1.5350095,3.1938443,0
690,12.639942,1.7653031,2
691,-1.0322027,7.7817273,0
692,1.2468116,2.9290547,0
693,14.505276,-7.3147464,2
694,12.657497,1.8181971,2
695,14.505109,-7.3162084,2
696,14.534235,-7.2876596,2
697,7.139957,-2.3812184,2
698,-14.118782,-10.547977,4
699,10.495732,-24.836288,1
700,7.4405603,-2.5745473,2
701,-14.118919,-10.548083,4
702,-22.69385,-2.6739638,4
703,-0.5016364,-6.4628444,2
704,-22.68084,-2.6850915,4
705,-5.100123,-27.601343,4
706,-20.797312,5.98346,4
707,-7.459771,11.626819,4
708,3.84912,8.164834,0
709,13.1482115,1.7758626,2
710,2.3922348,2.120732,2
711,13.026766,1.7639165,2
712,13.096542,1.1713005,2
713,12.895345,1.7450768,2
714,13.151055,1.771649,2
715,3.6631515,7.9260716,0
716,12.676841,1.7506391,2
717,12.816586,2.1212575,2
718,7.1835065,-2.4196868,2
719,3.4341333,8.196175,0
720,3.467196,8.129183,0
721,3.445093,8.193312,0
722,12.795361,2.1048005,2
723,12.467138,1.7682806,2
724,3.4486935,8.18899,0
725,12.601642,1.4673682,2
726,3.4331071,8.187716,0
727,12.742473,1.9161143,2
728,-1.5921715,-12.875254,2
729,4.5257363,-2.4930577,2
730,3.4826865,8.161998,0
731,2.4814537,2.042289,2
732,7.24821,-7.0376763,2
733,10.070544,-1.9254676,2
734,7.5815816,-7.4704566,2
735,-1.0190375,7.7652593,0
736,-1.0347316,7.752964,0
737,11.9403925,1.511597,2
738,1.5211453,3.1803384,0
739,-0.68332285,7.103354,0
740,7.1458516,-2.3836927,2
741,7.225778,-2.4402027,2
742,7.1077895,-2.3489504,2
743,1.2108101,2.8067596,0
744,1.0739162,2.5398257,0
745,11.160311,1.4797263,2
746,8.491194,4.291715,2
747,1.1948049,2.6644003,0
748,-0.97098243,7.723248,0
749,-1.3990295,-13.0984335,2
750,12.290943,9.364894,2
751,2.4688864,2.054331,2
752,1.0111649,2.471773,0
753,3.443152,8.191944,0
754,12.763167,1.6249871,2
755,7.8499126,-2.231693,2
756,7.8500504,-2.2301679,2
757,-1.4028472,-13.120808,2
758,12.285113,9.370296,2
759,-1.399924,-13.104518,2
760,1.012391,2.4725149,0
761,2.4771094,2.0483189,2
762,2.4898262,2.0366645,2
763,1.2790834,2.9745016,0
764,2.4891303,2.0358584,2
765,1.0111679,2.4690318,0
766,7.5192556,-7.627061,2
767,-1.0179101,7.739639,0
768,0.9759616,2.432343,0
769,-0.76929057,7.199592,0
770,12.6706085,1.8337957,2
771,7.4390626,-2.5727577,2
772,2.490186,2.0349355,2
773,12.634636,1.7101314,2
774,12.280073,9.375192,2
775,12.279951,9.375075,2
776,12.295044,9.360533,2
777,12.657364,1.7815914,2
778,13.127761,1.7456713,2
779,-1.4059287,-13.101392,2
780,12.273516,9.380728,2
781,4.317541,-2.0892253,2
782,12.290732,9.365414,2
783,12.272498,9.382841,2
784,12.287652,9.367972,2
785,10.613902,-2.6231256,2
786,2.4933033,2.0327346,2
787,3.670825,7.9237022,0
788,1.5301186,3.1836283,0
789,7.498976,-7.6564536,2
790,1.0954477,2.5708594,0
791,3.810851,8.102823,0
792,3.448442,8.194625,0
793,3.8374393,8.168597,0
794,1.0833997,2.62417,0
795,3.832359,8.151256,0
796,-1.0125748,7.7589965,0
797,-0.9906713,7.723516,0
798,-1.0404304,7.7906075,0
799,7.4848695,-7.6624727,2
800,12.919267,1.7436227,2
801,-1.037552,7.7873635,0
802,13.151686,1.7689112,2
803,-1.0501547,7.771507,0
804,-1.5768776,-12.903535,2
805,10.625072,-2.6338956,2
806,-5.8860874,-13.6554365,2
807,7.1364,-2.3764396,2
808,12.289895,9.36527,2
809,1.0101137,2.4674873,0
810,2.4643705,2.058409,2
811,-14.118121,-10.547292,4
812,32.16683,-6.8845587,5
813,-18.041355,21.336208,4
814,-7.7698283,16.837961,4
815,-20.804146,5.9766603,4
816,-7.769852,16.837988,4
817,-23.38183,-10.07775,4
818,-23.580486,-10.28076,4
819,-20.77829,6.0025444,4
820,-11.164018,15.595193,4
821,-18.040852,21.335672,4
822,-20.687305,6.0935087,4
823,-20.777412,6.003372,4
824,32.188633,-6.862846,5
825,-18.037067,21.33188,4
826,-20.757908,6.0228577,4
827,-23.38144,-10.077354,4
828,-23.381416,-10.077339,4
829,-5.331185,35.67733,3
830,-5.324228,35.67033,3
831,10.646863,-24.497116,1
832,32.24576,-6.804946,5
833,-5.1000485,-27.601274,4
834,-5.100053,-27.601295,4
835,10.730341,-24.487696,1
836,32.24241,-6.807506,5
837,-7.769836,16.838007,4
838,-5.099998,-27.601236,4
839,-14.1163845,-10.545529,4
840,-14.116123,-10.545298,4
841,32.20215,-6.847891,5
842,-14.119173,-10.548356,4
843,-14.117739,-10.546891,4
844,-14.123543,-10.55274,4
845,-1.6893827,-14.224075,2
846,-14.114736,-10.543964,4
847,-18.026936,21.32173,4
848,-14.117564,-10.546719,4
849,-14.1176815,-10.546847,4
850,-14.11558,-10.544776,4
851,-14.117987,-10.547151,4
852,-14.11721,-10.546387,4
853,-14.117758,-10.546929,4
854,-14.116823,-10.545992,4
855,-10.711377,4.171752,4
856,-14.121982,-10.551153,4
857,-10.711345,4.1717763,4
858,-18.027248,21.32205,4
859,-21.483767,-18.065245,4
860,-5.3241925,35.67021,3
861,33.090675,3.0895278,5
862,-14.117663,-10.54684,4
863,-14.117046,-10.546222,4
864,-5.3194637,35.66555,3
865,-14.115278,-10.544478,4
866,-14.121929,-10.551101,4
867,32.1789,-6.8723674,5
868,32.19888,-6.8523717,5
869,-7.35734,6.0341864,4
870,33.09068,3.0894954,5
871,-21.483644,-18.06489,4
872,-14.120973,-10.550134,4
873,-5.3151436,35.661266,3
874,-14.119725,-10.54889,4
875,-10.711351,4.1717424,4
876,-1.6905766,-14.224932,2
877,-14.120777,-10.549927,4
878,10.568795,-24.693396,1
879,10.9293995,-24.749672,1
880,10.539924,-24.489964,1
881,-20.816952,5.963828,4
882,10.3821945,-24.633205,1
883,-5.3260345,35.67211,3
884,10.770287,-24.339788,1
885,10.422804,-24.965673,1
886,-20.788889,5.9919453,4
887,32.226498,-6.824628,5
888,10.578859,-24.424355,1
889,-5.3258677,35.67186,3
890,-23.381474,-10.077417,4
891,10.679026,-24.444098,1
892,10.741947,-24.632313,1
893,-21.483788,-18.065258,4
894,10.380496,-24.268595,1
895,24.652946,4.424232,5
