,UMAP1,UMAP2,UMAP3,profile
243,1.4808602,-19.270124,-1.7677515,1
244,-10.006667,-14.333884,4.2470436,1
245,21.06349,14.394328,3.9573083,5
246,5.3102927,19.253649,9.99278,3
247,5.1444044,17.586767,3.0789037,3
248,6.1076813,20.035038,11.476741,3
249,5.902201,19.832054,11.061978,3
250,4.2623568,19.252743,8.71503,3
251,5.485671,16.619755,4.233236,3
252,5.1215296,17.25315,2.851449,3
253,6.6465864,17.35512,3.2158349,3
254,21.167685,14.680481,3.819109,5
255,21.272472,14.634752,3.8984838,5
256,5.369649,18.820906,10.032446,3
257,5.4507933,16.674011,4.159818,3
258,5.4114747,18.773104,10.033599,3
259,6.0631585,20.016918,11.457615,3
260,5.414729,18.77041,10.036773,3
261,14.630027,9.519319,0.46625796,5
262,4.2881374,19.254528,8.7171,3
263,-12.016152,8.248963,-4.382515,1
264,4.266906,19.29068,8.705849,3
265,4.377856,19.667442,8.67926,3
266,11.743898,10.965309,4.297532,5
267,-10.930405,14.007844,9.888953,3
268,1.4908311,-19.27822,-1.7773336,1
269,1.4895645,-19.27762,-1.7780874,1
270,16.741098,32.127117,-0.3098926,0
271,5.106429,17.701797,3.1955516,3
272,14.47187,11.71383,3.679546,5
273,14.472593,11.714438,3.6795735,5
274,4.322675,19.633427,8.460911,3
275,7.5555034,15.320486,9.7500725,3
276,13.292496,9.283108,13.403924,5
277,5.3594656,18.830578,10.02339,3
278,5.002099,17.008417,2.8252447,3
279,11.762115,10.95935,4.2871017,5
280,21.073927,14.421903,3.9432318,5
281,21.007654,14.757947,3.6740131,5
282,5.115105,17.68026,3.1856856,3
283,21.227081,14.571048,3.9394329,5
284,5.140517,17.592989,3.0773678,3
285,4.2532506,19.256943,8.176728,3
286,4.370286,19.522936,8.592109,3
287,14.184766,11.466232,3.6942074,5
288,6.04633,20.155117,11.593121,3
289,6.088769,19.940668,11.367547,3
290,5.36344,18.824015,10.01935,3
291,11.0984335,16.764772,7.274931,3
292,6.0050917,20.070333,11.47125,3
293,5.1084313,17.236603,2.850191,3
294,-3.3979619,-14.365975,-9.8393955,1
295,-15.2595215,18.11357,10.839863,3
296,-10.9304085,14.0078335,9.888929,3
297,-15.254281,18.108326,10.845185,3
298,-3.4016361,-14.362165,-9.843532,1
299,-3.397327,-14.366377,-9.839684,1
300,1.4902412,-19.27912,-1.777886,1
301,-12.034327,8.228732,-4.364432,1
302,2.4361782,2.979745,-17.472305,1
303,-16.216362,-3.714341,8.189209,1
304,-9.931036,-14.411064,4.3156843,1
305,16.92634,32.003876,-0.5178878,0
306,16.648561,32.09327,-0.3825884,0
307,-16.791922,9.351243,4.9520817,1
308,17.014101,32.013893,-0.3702539,0
309,16.767687,32.153194,-0.21182472,0
310,1.4881923,-19.26967,-1.7760293,1
311,16.689247,31.990757,-0.27565873,0
312,16.942188,32.088863,-0.44345066,0
313,15.443681,7.0553565,-13.789492,5
314,17.035183,32.088562,-0.39213455,0
315,2.4452343,2.9792635,-17.481358,1
316,-12.01973,8.245219,-4.3792934,1
317,-3.9360874,2.4522789,-6.78065,1
318,-15.22331,18.077314,10.877208,3
319,17.035208,31.975506,-0.23582545,0
320,-16.791681,9.351283,4.952046,1
321,7.5736494,15.653967,9.841698,3
322,-3.3988082,-14.364953,-9.840793,1
323,-10.930386,14.007829,9.888938,3
324,1.4954456,-19.29394,-1.7809409,1
325,-15.240251,18.094238,10.860134,3
326,2.436271,2.9813526,-17.472393,1
327,-12.181655,8.075836,-4.2339892,1
328,-15.214803,18.068798,10.885866,3
329,9.280533,11.871802,10.015382,5
330,5.9356694,19.780333,11.044313,3
331,16.697393,31.895197,-0.43381977,0
332,11.073815,16.790602,7.300504,3
333,5.1047926,17.710768,3.1997712,3
334,21.073717,14.396526,3.9612906,5
335,4.997401,16.992283,2.813782,3
336,11.62837,16.485977,6.7088065,3
337,5.8591366,19.75362,10.959491,3
338,2.446928,2.9810624,-17.483053,1
339,17.084698,31.986298,-0.28497493,0
340,-12.451033,-1.0050176,7.3328466,1
341,16.895847,32.169502,-0.3790306,0
342,5.286135,19.172256,9.926807,3
343,5.416503,18.770273,10.03782,3
344,4.996637,17.007856,2.827107,3
345,5.517551,16.58043,4.2736125,3
346,5.867193,19.758652,10.971809,3
347,5.8567824,19.75453,10.961225,3
348,4.389411,19.593962,8.748304,3
349,4.081617,19.500587,8.762359,3
350,21.137758,14.698134,3.7867987,5
351,4.3892384,19.572344,8.5854225,3
352,5.518844,16.579401,4.2744107,3
353,14.514286,9.562932,1.0692858,5
354,7.3721476,16.213331,9.876978,3
355,5.5595,16.547255,4.3046737,3
356,6.092852,19.943377,11.367257,3
357,6.7501254,17.14356,3.4445548,3
358,5.4206634,18.755566,10.059659,3
359,4.018395,19.658087,8.284036,3
360,4.055631,19.896357,8.713368,3
361,5.5264463,16.572655,4.280905,3
362,21.180742,14.677269,3.8251574,5
363,4.088998,19.628092,8.354551,3
364,11.631173,16.481438,6.704473,3
365,5.309534,18.88698,9.961144,3
366,4.0837975,19.857483,8.690455,3
367,11.063815,16.801025,7.3103056,3
368,11.085851,16.782734,7.2890587,3
369,11.6329565,16.484436,6.7026463,3
370,7.551122,15.32437,9.757694,3
371,7.5325627,15.292985,9.769679,3
372,5.103508,17.689926,3.1855912,3
373,5.101681,17.704592,3.1992388,3
374,5.134144,17.586065,3.0773444,3
375,4.0212812,19.64638,8.38729,3
376,5.924005,19.766752,11.022005,3
377,-15.231095,18.085138,10.868486,3
378,-0.69255054,-0.9839401,-3.1014714,1
379,5.858759,19.754412,10.960194,3
380,-3.3961306,-14.367546,-9.838931,1
381,-16.21989,-3.7107756,8.185651,1
382,-1.9112352,-4.0683956,-10.037899,1
383,-3.4008746,-14.362916,-9.842648,1
384,1.4935023,-19.279657,-1.7794391,1
385,1.4982827,-19.28373,-1.7833759,1
386,1.4964042,-19.28531,-1.7840608,1
387,2.4472196,2.9860666,-17.483355,1
388,-16.79162,9.351355,4.9519715,1
389,16.878859,31.973265,-0.5575149,0
390,-9.996434,-14.344188,4.245695,1
391,16.55216,31.974133,-0.31113324,0
392,-3.9356964,2.4526498,-6.780263,1
393,-15.207651,18.061651,10.892965,3
394,2.4498458,2.9838636,-17.485966,1
395,-15.248247,18.102236,10.852015,3
396,2.4407887,2.984496,-17.476923,1
397,-9.990025,-14.349844,4.2334843,1
398,-10.007836,-14.332648,4.2563405,1
399,2.4460843,2.9824257,-17.482206,1
400,1.4838488,-19.271978,-1.7725706,1
401,0.9699478,0.7469118,-8.683885,1
402,16.808813,31.758596,-0.11807471,0
403,16.770948,32.07059,-0.44918668,0
404,16.516047,31.98301,-0.31083116,0
405,-3.4015858,0.8637438,-0.9219282,1
406,16.818346,32.219536,-0.35240465,0
407,-12.016836,8.248224,-4.3818903,1
408,-16.220678,-3.7100651,8.184935,1
409,0.96987283,0.74683833,-8.683959,1
410,1.5019788,-19.287886,-1.787048,1
411,-12.180764,8.076839,-4.2348857,1
412,-12.18093,8.076543,-4.234531,1
413,1.4882295,-19.27916,-1.7758358,1
414,17.020502,32.358906,-0.41358685,0
415,15.444078,7.0550137,-13.789138,5
416,-9.981023,-14.36031,4.259441,1
417,16.766485,31.84534,-0.27499893,0
418,-12.182336,8.075282,-4.2334423,1
419,-16.792112,9.351285,4.9520383,1
420,17.052958,32.008755,-0.39021906,0
421,2.4533846,2.976087,-17.48951,1
422,-9.989058,-14.351635,4.2726603,1
423,-16.219599,-3.711125,8.185984,1
424,-3.9352872,2.45304,-6.7798615,1
425,16.7613,32.162525,-0.21224125,0
426,1.4821378,-19.270163,-1.7677983,1
427,16.639503,32.193726,-0.27618024,0
428,-12.178585,8.079091,-4.2368,1
429,-10.031199,-14.307577,4.2212605,1
430,16.970762,32.04351,-0.3271066,0
431,-16.220753,-3.7099864,8.184855,1
432,-9.969976,-14.371272,4.261521,1
433,-15.215158,18.06916,10.885337,3
434,2.4469373,2.983408,-17.483067,1
435,16.528618,31.947641,-0.29503968,0
436,5.865009,19.771067,10.972405,3
437,6.126168,19.770582,11.220049,3
438,11.632233,16.484932,6.7022557,3
439,5.139124,17.587275,3.072981,3
440,5.041032,17.15802,2.9284089,3
441,5.147644,17.489712,2.9950101,3
442,6.036622,20.126932,11.566427,3
443,5.1276383,17.626575,3.1119885,3
444,6.102035,19.956253,11.387497,3
445,5.859605,19.756378,10.961917,3
446,6.0486255,20.161613,11.600748,3
447,5.1638756,17.445965,2.959415,3
448,5.4357114,18.742897,10.066268,3
449,5.3572865,18.834137,10.017546,3
450,5.703984,19.611467,10.657286,3
451,21.064285,14.732669,3.7236066,5
452,15.446307,7.049659,-13.783753,5
453,-15.248666,18.10271,10.850742,3
454,-3.3974643,-14.36628,-9.840469,1
455,17.07675,31.970701,-0.25177625,0
456,-15.170813,18.024796,10.929834,3
457,17.028467,32.375717,-0.42011774,0
458,-12.016966,8.248112,-4.381795,1
459,-16.215317,-3.715379,8.190246,1
460,-15.239915,18.093906,10.860399,3
461,19.589304,23.729628,18.184795,5
462,4.2467823,19.598232,8.940517,3
463,21.05248,14.715274,3.7234552,5
464,12.999692,8.509409,4.141202,5
465,21.005146,14.760035,3.6725962,5
466,5.000671,17.00415,2.8203356,3
467,5.1283646,17.587383,3.091746,3
468,5.1257515,17.503204,3.0230086,3
469,6.0505743,20.155355,11.595292,3
470,14.623999,9.526386,0.4452301,5
471,4.9910164,16.991302,2.8148856,3
472,-12.449277,-0.998741,7.31771,1
473,-0.5355753,7.956407,3.0791204,5
474,7.573324,15.654757,9.841948,3
475,5.4626083,18.7165,10.097275,3
476,14.520191,9.559521,1.0446187,5
477,4.049668,19.913095,8.714532,3
478,4.0612216,19.633348,8.321796,3
479,10.369103,14.658553,12.499006,5
480,11.63146,16.483112,6.705307,3
481,11.077435,16.78864,7.296548,3
482,5.121602,17.667639,3.1734612,3
483,21.258333,14.636376,3.8921754,5
484,5.444291,18.731102,10.080373,3
485,6.049903,20.151697,11.591732,3
486,5.4041176,18.781866,10.028836,3
487,6.0423145,20.168839,11.608171,3
488,26.073751,9.41568,5.4831204,5
489,21.076424,14.421122,3.947203,5
490,5.0302587,17.16785,2.936663,3
491,5.011275,17.015413,2.8044639,3
492,5.0434785,17.129692,2.8953037,3
493,5.00822,17.009964,2.7965014,3
494,5.1210465,17.572412,3.079674,3
495,6.6984878,17.15972,3.4244807,3
496,5.1217494,17.250023,2.8397949,3
497,5.1039977,17.703913,3.1972904,3
498,5.5093746,16.591091,4.26376,3
499,5.041136,17.10269,2.8773978,3
500,14.654198,9.500227,0.49233022,5
501,4.996333,16.991253,2.8132489,3
502,21.060055,14.3850975,3.9618912,5
503,5.505399,16.59205,4.2644963,3
504,4.997765,17.002708,2.820347,3
505,5.513598,16.593798,4.256677,3
506,5.015612,17.031542,2.8364644,3
507,5.1426415,17.444788,2.9766994,3
508,5.532272,16.56679,4.2860737,3
509,5.0786476,17.564327,3.120084,3
510,6.0484133,20.144394,11.583228,3
511,5.037987,17.130726,2.90737,3
512,5.4125957,18.77469,10.033906,3
513,5.914641,19.854563,11.107784,3
514,6.742864,17.149559,3.4370575,3
515,6.092221,19.932432,11.355026,3
516,4.3447375,19.638971,8.467836,3
517,5.2296977,19.243437,9.885732,3
518,6.062734,20.0366,11.470223,3
519,6.11168,20.041763,11.488722,3
520,5.8953433,19.790195,11.014131,3
521,4.2807775,19.628887,8.430916,3
522,15.373892,10.837543,11.988856,5
523,11.758726,10.94926,4.284049,5
524,-10.9304,14.007852,9.88895,3
525,-16.21924,-3.711497,8.186364,1
526,-1.9112248,-4.068398,-10.037859,1
527,9.364881,12.493136,9.98254,5
528,17.01178,32.34754,-0.42084372,0
529,-16.218292,-3.7124119,8.187273,1
530,-15.252387,18.106384,10.847777,3
531,4.2679477,19.606052,8.891818,3
532,5.462213,16.649145,4.17525,3
533,11.073326,16.788374,7.2993793,3
534,4.0502043,19.48139,8.767769,3
535,7.488862,15.250371,9.811253,3
536,4.2536764,19.236048,8.144272,3
537,4.276669,19.291775,8.684474,3
538,21.00602,14.759002,3.672648,5
539,7.496673,15.253286,9.802489,3
540,4.2929564,19.265331,8.718617,3
541,4.2470484,19.235384,8.134858,3
542,5.571348,16.525743,4.326377,3
543,-0.53721094,7.957966,3.077509,5
544,7.5426106,15.304309,9.765703,3
545,7.5549445,15.317844,9.750759,3
546,5.5111346,16.590822,4.2647233,3
547,3.988084,19.611618,8.756955,3
548,15.354832,10.838606,11.989578,5
549,7.556699,15.318463,9.747389,3
550,-3.3941677,-14.369744,-9.836865,1
551,7.559464,15.319469,9.746906,3
552,-3.401155,-14.362648,-9.843022,1
553,16.636282,32.18708,-0.27162832,0
554,15.445849,7.0566454,-13.7907715,5
555,16.722847,32.161877,-0.23334067,0
556,16.649733,32.182087,-0.27104697,0
557,-15.211303,18.06529,10.88942,3
558,16.804663,31.743568,-0.10512821,0
559,-16.221497,-3.7092047,8.184073,1
560,16.721542,32.12117,-0.30019477,0
561,16.801556,31.98071,-0.2873091,0
562,13.018581,-2.8348167,-0.04402311,2
563,-15.198972,18.052973,10.901622,3
564,16.510933,32.013393,-0.2990328,0
565,16.712173,32.08871,-0.18911108,0
566,16.672127,31.89971,-0.45751205,0
567,-12.18154,8.076025,-4.23417,1
568,-15.210062,18.064053,10.890498,3
569,5.0394745,17.062191,2.836771,3
570,5.499052,16.603903,4.2510567,3
571,5.86873,19.76601,10.975254,3
572,11.632756,16.482695,6.7034774,3
573,10.323705,13.769761,12.028156,5
574,5.0183587,17.013588,2.802542,3
575,7.422905,16.151354,9.838694,3
576,7.522895,15.286771,9.763846,3
577,7.513413,15.291742,9.79085,3
578,5.1075225,17.700996,3.1933246,3
579,5.8587146,19.754921,10.959803,3
580,-12.181351,8.076186,-4.2343493,1
581,26.059265,9.405232,5.479871,5
582,-0.5328104,7.953741,3.0817866,5
583,21.068659,14.420698,3.942947,5
584,4.994796,16.993628,2.8112144,3
585,5.0146565,17.11003,2.9070423,3
586,21.04942,14.446338,3.9179187,5
587,4.0536566,19.905567,8.705367,3
588,10.37637,14.642015,12.494748,5
589,-0.53608054,7.9568195,3.0786493,5
590,-0.5350616,7.955856,3.0796232,5
591,5.904093,19.840412,11.065302,3
592,5.024109,17.043768,2.8246093,3
593,20.998055,14.749558,3.6812465,5
594,7.3711977,16.215206,9.877404,3
595,4.029011,19.72709,8.740187,3
596,11.073934,16.790533,7.3004084,3
597,4.2514358,19.229454,8.128545,3
598,4.27272,19.27414,8.695951,3
599,4.0323544,19.654913,8.344035,3
600,4.2498727,19.231047,8.129925,3
601,21.010054,14.757253,3.6774273,5
602,11.074633,16.789627,7.29838,3
603,11.631699,16.483366,6.702575,3
604,5.1375146,17.638615,3.1452591,3
605,6.6590743,16.867798,3.794746,3
606,-1.9112346,-4.068405,-10.037841,1
607,-9.979714,-14.361704,4.2556086,1
608,-1.9112371,-4.0684047,-10.03782,1
609,1.4832318,-19.271109,-1.7690632,1
610,17.06204,31.9374,-0.25535625,0
611,16.644304,32.2356,-0.37208822,0
612,2.4282055,2.9910388,-17.46436,1
613,16.816093,32.19011,-0.25645,0
614,13.018447,-2.8351436,-0.043554798,2
615,-12.166396,8.091462,-4.2480774,1
616,16.806719,31.782543,-0.1389212,0
617,16.737312,32.117275,-0.1688033,0
618,13.01847,-2.8351328,-0.043575536,2
619,15.4453335,7.056016,-13.790145,5
620,1.5051593,-19.287708,-1.7908556,1
621,16.756453,31.927427,-0.41594917,0
622,-9.988505,-14.3511305,4.2191424,1
623,-10.047575,-14.293757,4.2988787,1
624,16.599958,31.932205,-0.30210003,0
625,16.652172,31.859829,-0.45971382,0
626,1.4786695,-19.275959,-1.7634503,1
627,16.655306,31.861883,-0.4671518,0
628,-12.01852,8.246471,-4.3803763,1
629,-9.944876,-14.396247,4.2748575,1
630,16.842125,31.898962,-0.33562896,0
631,-3.9371796,2.451193,-6.7817264,1
632,15.443077,7.053276,-13.787396,5
633,16.74244,32.227375,-0.29963222,0
634,2.4589117,2.9680676,-17.495016,1
635,16.492023,31.967487,-0.2989003,0
636,16.86195,32.191883,-0.4558415,0
637,7.55851,15.31546,9.746403,3
638,9.589287,12.14203,10.039467,5
639,5.10449,17.69984,3.1914587,3
640,5.002372,17.005491,2.8490665,3
641,5.102695,17.712294,3.2054324,3
642,4.99737,16.98264,2.8065042,3
643,5.1012197,17.516647,3.0577192,3
644,5.477228,16.630299,4.21765,3
645,6.0943933,20.048115,11.482862,3
646,5.1057167,17.699133,3.1996865,3
647,5.863853,19.750933,10.9594145,3
648,14.346599,9.781832,0.41063294,5
649,5.41136,18.77758,10.031404,3
650,-15.254135,18.108185,10.845157,3
651,-12.180491,8.076952,-4.2349863,1
652,-9.933099,-14.408979,4.3178506,1
653,-3.9409642,2.4473672,-6.785538,1
654,16.657417,31.857435,-0.46364078,0
655,1.4905759,-19.276974,-1.7781289,1
656,-9.9899845,-14.350342,4.247853,1
657,4.2595162,19.593342,8.92403,3
658,-0.5323137,7.953262,3.0822432,5
659,5.541033,16.556866,4.2975903,3
660,4.068527,19.903412,8.715866,3
661,9.366223,12.492172,9.992061,5
662,21.135277,14.673695,3.8016198,5
663,5.5290933,16.561369,4.295367,3
664,5.1478014,17.474447,2.9841528,3
665,6.1081877,20.047066,11.496681,3
666,21.07075,14.415005,3.94669,5
667,4.9969506,16.999071,2.8179433,3
668,-3.441205,10.8277645,6.0138607,3
669,-9.997623,-14.344063,4.271457,1
670,-9.97594,-14.364871,4.2538295,1
671,4.0143485,19.732908,8.751054,3
672,4.2669463,19.59975,8.946651,3
673,-0.5354203,7.956182,3.079284,5
674,7.5553102,15.324798,9.751843,3
