,UMAP1,UMAP2,UMAP3,profile
1376,11.077219,16.788656,7.2970166,3
1377,5.163389,17.436935,2.967445,3
1378,5.1499944,17.583675,3.0627913,3
1379,6.0966687,19.93653,11.363048,3
1380,4.3245883,19.639023,8.466782,3
1381,5.5359645,16.559753,4.295482,3
1382,21.04385,14.732975,3.7122111,5
1383,5.093216,17.489258,3.0955467,3
1384,5.137814,17.663557,3.1714203,3
1385,5.1113873,17.716124,3.208398,3
1386,5.5263653,16.569946,4.2827406,3
1387,5.069564,17.55653,3.1329486,3
1388,5.069383,17.556599,3.1282344,3
1389,4.9984913,16.986412,2.808772,3
1390,6.6601357,16.86994,3.7913442,3
1391,5.506323,16.592985,4.262438,3
1392,21.20958,14.528269,3.954809,5
1393,5.0237093,17.042316,2.8037102,3
1394,21.078825,14.4096,3.9557652,5
1395,5.005322,16.995377,2.8186529,3
1396,5.4297066,18.748528,10.063784,3
1397,5.430489,18.75548,10.0556345,3
1398,6.0394197,20.118233,11.556289,3
1399,6.0226855,20.044523,11.450639,3
1400,6.111803,20.02364,11.47745,3
1401,6.062156,20.166025,11.606742,3
1402,5.8497114,19.74461,10.948104,3
1403,5.4209027,18.754955,10.060865,3
1404,6.0336943,20.193653,11.635251,3
1405,4.246984,19.572021,8.924935,3
1406,5.1809945,19.13196,9.815875,3
1407,14.626817,9.523514,0.44322318,5
1408,4.0133634,19.662817,8.276099,3
1409,5.3633513,18.825264,10.015631,3
1410,5.8222923,19.71842,10.92188,3
1411,5.231021,19.22145,9.884276,3
1412,21.106447,14.62265,3.8070762,5
1413,5.958785,19.796766,11.064639,3
1414,5.1392508,17.27309,2.8670328,3
1415,5.9472127,19.790981,11.046883,3
1416,5.490188,16.611197,4.243077,3
1417,4.0617757,19.468018,8.736002,3
1418,4.0331273,19.806257,8.719656,3
1419,4.041022,19.653452,8.304723,3
1420,4.2655077,19.306957,8.667353,3
1421,4.277957,19.275394,8.692625,3
1422,4.2804284,19.26812,8.698346,3
1423,6.649886,16.870897,3.7930741,3
1424,21.208149,14.557046,3.9232297,5
1425,4.031249,19.780296,8.757357,3
1426,5.595329,16.500484,4.3535504,3
1427,4.3477244,19.652523,8.471778,3
1428,4.004664,19.66164,8.268045,3
1429,4.071142,19.877028,8.683038,3
1430,4.282611,19.289154,8.69259,3
1431,4.2318845,19.25368,8.134467,3
1432,4.3112907,19.76733,8.62342,3
1433,4.2779393,19.282854,8.701823,3
1434,4.259474,19.331493,8.513703,3
1435,4.0785327,19.90086,8.665166,3
1436,4.0251403,19.580061,8.643723,3
1437,4.0752277,19.887358,8.701643,3
1438,4.2633967,19.211119,8.098082,3
1439,4.2383647,19.321949,8.683859,3
1440,4.2765408,19.273975,8.694839,3
1441,4.287441,19.774658,8.61491,3
1442,4.272862,19.276932,8.696696,3
1443,4.0107617,19.658085,8.272588,3
1444,4.05673,19.643736,8.322582,3
1445,4.0107307,19.553627,8.744656,3
1446,4.3012176,19.774614,8.611381,3
1447,4.126349,19.429836,8.745333,3
1448,4.0782495,19.903969,8.7015915,3
1449,4.0555706,19.642649,8.303334,3
1450,4.3654222,19.519976,8.595566,3
1451,4.265047,19.561771,8.92113,3
1452,4.284709,19.597462,8.942344,3
1453,4.0183253,19.880833,8.685185,3
1454,4.261804,19.230165,8.145541,3
1455,7.3739896,16.207163,9.877051,3
1456,7.5302978,15.291268,9.772002,3
1457,7.3862286,16.19796,9.863019,3
1458,11.076788,16.788977,7.2973514,3
1459,11.64008,16.473696,6.69429,3
1460,11.632798,16.482222,6.7027287,3
1461,5.53753,16.567272,4.286282,3
1462,21.01583,14.735668,3.6861973,5
1463,5.5402193,16.580755,4.2688465,3
1464,21.070251,14.418873,3.943691,5
1465,5.528935,16.568726,4.2864065,3
1466,21.084194,14.698926,3.7437398,5
1467,21.080881,14.408309,3.957446,5
1468,5.260428,19.02971,9.898374,3
1469,4.3282027,19.670088,8.466927,3
1470,21.290915,14.616168,3.9170222,5
1471,4.281616,19.260777,8.696274,3
1472,7.416602,16.154108,9.845496,3
1473,7.4119577,16.158321,9.849368,3
1474,7.574384,15.659157,9.844915,3
1475,11.635553,16.483824,6.700113,3
1476,7.537855,15.297698,9.765844,3
1477,7.4827557,15.2334585,9.812969,3
1478,13.344283,9.307647,13.3702965,5
1479,14.304516,9.272354,12.918746,5
1480,7.5996265,15.63132,9.867836,3
1481,13.401324,9.282685,13.336626,5
1482,7.547936,15.308137,9.758067,3
1483,7.52732,15.29348,9.777031,3
1484,5.520438,16.577192,4.277027,3
1485,5.034143,17.142517,2.918828,3
1486,4.997806,16.99659,2.794871,3
1487,6.8099008,17.206682,3.386664,3
1488,5.478232,16.624228,4.2294993,3
1489,5.8547955,19.751545,10.956524,3
1490,6.090585,19.925676,11.345973,3
1491,5.718524,19.632528,10.692505,3
1492,6.009615,20.060062,11.462515,3
1493,5.09675,17.73347,3.2120752,3
1494,6.127331,20.03114,11.478169,3
1495,5.7068086,19.613739,10.660589,3
1496,5.864272,19.750282,10.959741,3
1497,5.428749,18.751175,10.0609455,3
1498,5.8499722,19.746124,10.948954,3
1499,14.635313,9.514081,0.46902508,5
1500,5.9528403,19.790823,11.061663,3
1501,5.8771925,19.817062,11.015942,3
1502,-10.071452,-14.270049,4.3107557,1
1503,-16.209835,-3.7208712,8.19573,1
1504,-12.451228,-1.0050426,7.3328395,1
1505,-12.181364,8.076157,-4.2345734,1
1506,-16.220095,-3.7106488,8.185507,1
1507,-15.157409,18.01138,10.943346,3
1508,7.55244,15.310815,9.752267,3
1509,7.536469,15.296803,9.7656,3
1510,7.5737247,15.674146,9.844644,3
1511,6.0547447,20.127459,11.5654745,3
1512,4.989802,16.996798,2.828379,3
1513,5.4302793,18.74588,10.065636,3
1514,5.399374,18.788923,10.0240965,3
1515,5.853757,19.74432,10.950193,3
1516,-3.3875146,-14.375807,-9.829808,1
1517,-3.391516,-14.372078,-9.834633,1
1518,-15.259038,18.113058,10.840529,3
1519,-3.4014754,-14.362233,-9.844502,1
1520,-16.218067,-3.7126656,8.18752,1
1521,-3.3983824,-14.3653345,-9.840612,1
1522,-3.3947077,-14.369004,-9.837651,1
1523,-1.9112161,-4.068426,-10.037804,1
1524,-3.3942733,-14.369368,-9.837544,1
1525,-3.390064,-14.373071,-9.836314,1
1526,-3.3972495,-14.3664875,-9.839974,1
1527,0.9707837,0.7477447,-8.6830635,1
1528,-16.230083,-3.7006464,8.175495,1
1529,-3.4011447,-14.362237,-9.84432,1
1530,-10.930316,14.008003,9.889129,3
1531,1.4745209,-19.265503,-1.7631902,1
1532,-3.8684871,2.5218709,-6.71137,1
1533,-16.79206,9.3520155,4.951293,1
1534,-12.192602,8.064578,-4.2237105,1
1535,-12.180616,8.076885,-4.2351747,1
1536,-3.4019382,-14.361228,-9.844739,1
1537,-16.792025,9.352041,4.9512734,1
1538,-1.9112184,-4.0684147,-10.037834,1
1539,-10.9303,14.008023,9.889161,3
1540,-3.4042776,-14.358637,-9.848097,1
1541,-15.276733,18.130756,10.822756,3
1542,-15.255654,18.10966,10.843706,3
1543,-15.259092,18.113106,10.840714,3
1544,-10.93029,14.008046,9.88919,3
1545,1.5059394,-19.29397,-1.7682354,1
1546,15.446999,7.0579424,-13.792092,5
1547,16.811188,32.169212,-0.28623986,0
1548,-9.992928,-14.348057,4.243491,1
1549,-9.989752,-14.350481,4.2305136,1
1550,16.869204,31.899107,-0.32445055,0
1551,16.729954,31.951618,-0.5856845,0
1552,15.4362,7.048776,-13.782912,5
1553,16.700506,31.971916,-0.38410076,0
1554,-3.4016142,0.8637297,-0.9219003,1
1555,2.4472153,2.9751196,-17.483353,1
1556,1.4821714,-19.270708,-1.7665591,1
1557,-3.441227,10.827763,6.013834,3
1558,17.03893,32.022854,-0.4342587,0
1559,17.11561,32.047726,-0.41711798,0
1560,16.792997,32.087437,-0.5005644,0
1561,-10.0662365,-14.27534,4.3077145,1
1562,-9.969318,-14.370363,4.2160983,1
1563,17.016363,32.18053,-0.32731944,0
1564,17.044725,32.398533,-0.42369017,0
1565,2.4466555,2.9799058,-17.482777,1
1566,16.881233,32.182095,-0.2264726,0
1567,-16.792366,9.352261,4.951055,1
1568,16.795109,31.743275,-0.101036504,0
1569,-15.210489,18.064476,10.889985,3
1570,-12.451281,-1.0050526,7.3328376,1
1571,16.950434,31.985027,-0.36665627,0
1572,16.572683,32.032444,-0.46619886,0
1573,-12.451326,-1.0050633,7.332844,1
1574,16.935272,32.23314,-0.47394696,0
1575,16.750364,31.93538,-0.4629076,0
1576,2.4288995,2.9898052,-17.46505,1
1577,-9.985747,-14.353801,4.221843,1
1578,16.855907,31.90735,-0.33725226,0
1579,16.844057,32.033066,-0.21482284,0
1580,16.792517,31.94914,-0.56443965,0
1581,16.931578,31.92556,-0.44440782,0
1582,17.100306,31.954815,-0.2236579,0
1583,-12.197081,8.060207,-4.2188225,1
1584,16.791607,32.1044,-0.35794067,0
1585,1.4864559,-19.275518,-1.7745268,1
1586,1.4947282,-19.282784,-1.7784153,1
1587,1.49428,-19.280443,-1.7794205,1
1588,16.827139,31.732704,-0.0746073,0
1589,-9.958221,-14.382563,4.2525887,1
1590,16.824705,32.029408,-0.24779476,0
1591,16.609797,32.28921,-0.34536898,0
1592,-15.134732,17.988699,10.966102,3
1593,15.434654,7.0469832,-13.78113,5
1594,-9.9600725,-14.380816,4.264955,1
1595,16.797005,32.148613,-0.25498787,0
1596,-10.084969,-14.256141,4.3118834,1
1597,16.922937,32.24032,-0.39050084,0
1598,-15.205363,18.059343,10.895364,3
1599,17.113007,31.986004,-0.23250094,0
1600,0.9151821,0.69213164,-8.738434,1
1601,-9.960297,-14.3797865,4.2191916,1
1602,-15.246087,18.099937,10.859603,3
1603,2.447622,2.9813907,-17.483751,1
1604,15.443133,7.0547824,-13.788927,5
1605,1.4984823,-19.283533,-1.7843237,1
1606,15.444568,7.0563087,-13.790454,5
1607,-3.9367497,2.4515855,-6.7813334,1
1608,-12.182115,8.075349,-4.233655,1
1609,-10.018037,-14.322749,4.253865,1
1610,19.590359,23.730438,18.186543,5
1611,19.590742,23.730753,18.187263,5
1612,16.93224,32.242832,-0.27516553,0
1613,-9.917967,-14.423397,4.293526,1
1614,-15.209576,18.06356,10.890892,3
1615,1.5072775,-19.295694,-1.7945561,1
1616,16.801723,31.903189,-0.21326081,0
1617,-15.211307,18.065287,10.889207,3
1618,16.755625,32.219215,-0.46558547,0
1619,2.424046,2.9535863,-17.460222,1
1620,16.801888,31.994804,-0.47465977,0
1621,16.934069,32.163437,-0.45544884,0
1622,2.4374979,2.9760125,-17.473639,1
1623,2.4299135,2.9866226,-17.466068,1
1624,16.644773,32.076077,-0.2761523,0
1625,-3.9358418,2.4524715,-6.7804146,1
1626,-16.79255,9.352005,4.951309,1
1627,15.443161,7.053327,-13.7875595,5
1628,16.684069,32.345036,-0.46139035,0
1629,-15.17196,18.02594,10.928728,3
1630,0.915348,0.6922773,-8.738291,1
1631,16.50218,32.07468,-0.46030843,0
1632,-9.973733,-14.366743,4.247424,1
1633,-3.40157,0.86376286,-0.9219318,1
1634,16.474567,31.966597,-0.30779877,0
1635,16.642382,31.857616,-0.46691066,0
1636,-12.451384,-1.0050783,7.332865,1
1637,2.430796,2.9827669,-17.466959,1
1638,-12.01628,8.248801,-4.3824406,1
1639,16.710024,31.946999,-0.49229726,0
1640,17.046638,32.390644,-0.42686835,0
1641,16.594528,32.210045,-0.26394075,0
1642,16.57142,32.20896,-0.21197732,0
1643,-15.149163,18.003128,10.9516,3
1644,2.4559274,2.979369,-17.492075,1
1645,-9.982753,-14.3572645,4.2466135,1
1646,-0.6925591,-0.98390734,-3.1014566,1
1647,16.709858,32.33685,-0.41486147,0
1648,-9.924507,-14.417679,4.328461,1
1649,-15.209424,18.06341,10.891091,3
1650,1.4902363,-19.270798,-1.7769768,1
1651,16.731735,31.975952,-0.5882673,0
1652,-12.018945,8.246067,-4.379953,1
1653,-10.0238085,-14.31753,4.2613163,1
1654,16.894869,32.151627,-0.2659735,0
1655,-15.157284,18.011248,10.943464,3
1656,-16.7923,9.35205,4.951268,1
1657,16.656433,32.112026,-0.13568841,0
1658,17.01136,32.397507,-0.4240944,0
1659,17.11704,31.991798,-0.2411218,0
1660,-9.934806,-14.406252,4.26212,1
1661,-15.154268,18.008238,10.946492,3
1662,15.443027,7.054142,-13.788295,5
1663,16.544638,32.158184,-0.46443456,0
1664,16.900509,31.932604,-0.582461,0
1665,16.454126,31.957424,-0.28440943,0
1666,-12.183422,8.074073,-4.232469,1
1667,2.4548554,2.9770112,-17.491,1
1668,16.80738,32.24388,-0.24435489,0
1669,16.741022,31.934624,-0.24316265,0
1670,-9.9708,-14.369892,4.2433505,1
1671,-12.180775,8.076805,-4.235006,1
1672,17.118013,32.002502,-0.22962064,0
1673,-15.246123,18.100098,10.854301,3
1674,16.501392,31.989344,-0.28193823,0
1675,-12.0167,8.24838,-4.3820214,1
1676,16.639406,31.854834,-0.4777424,0
1677,-15.208125,18.062105,10.892373,3
1678,-12.015865,8.249253,-4.382761,1
1679,-10.013837,-14.327089,4.232463,1
1680,-15.157998,18.011963,10.942752,3
1681,-12.451439,-1.0051,7.3328834,1
1682,2.4317012,2.987031,-17.467854,1
1683,1.4801836,-19.269152,-1.7657527,1
1684,2.4327674,2.9823112,-17.468918,1
1685,-10.013574,-14.326532,4.1924357,1
1686,16.781885,31.965862,-0.45953968,0
1687,17.056755,32.09333,-0.431407,0
1688,-3.9403996,2.4481633,-6.784869,1
1689,-12.451494,-1.0051217,7.3329053,1
1690,0.970256,0.7472296,-8.683588,1
1691,-16.218655,-3.7120793,8.1869335,1
1692,-9.932213,-14.408858,4.2835903,1
1693,-10.027604,-14.311433,4.22202,1
1694,16.828146,31.878288,-0.24468395,0
1695,16.919733,32.002827,-0.35057774,0
1696,16.787962,32.10952,-0.34044534,0
1697,2.4393978,2.9874322,-17.47559,1
1698,16.680761,31.961931,-0.4580129,0
1699,16.807354,31.728888,-0.08438679,0
1700,16.97027,31.99272,-0.43570596,0
1701,0.9155495,0.6924878,-8.738082,1
1702,2.448306,2.989401,-17.484486,1
1703,17.018946,31.864027,-0.34210804,0
1704,16.739264,31.951958,-0.60486233,0
1705,17.072666,31.95849,-0.21739218,0
1706,16.830986,32.303467,-0.3096556,0
1707,16.999935,32.15641,-0.3292589,0
1708,-0.6925599,-0.9838881,-3.1014662,1
1709,-12.451552,-1.0051337,7.3329277,1
1710,-12.013678,8.251556,-4.384711,1
1711,17.012266,31.948465,-0.40235528,0
1712,-15.214208,18.06819,10.886433,3
1713,-16.792294,9.352118,4.9512,1
1714,16.923113,32.057224,-0.25163355,0
1715,17.10848,31.963974,-0.22774285,0
1716,-15.236868,18.090843,10.8636465,3
1717,-15.202703,18.056673,10.898062,3
1718,17.069817,32.083214,-0.4004041,0
1719,2.4378037,2.988279,-17.47398,1
1720,-0.6925566,-0.98389715,-3.1014462,1
1721,-16.226768,-3.703961,8.178811,1
1722,17.13817,31.938444,-0.21906473,0
1723,16.815113,31.73673,-0.09414483,0
1724,16.952242,31.83766,-0.40606812,0
1725,16.895195,31.99461,-0.31133834,0
1726,16.989504,32.064404,-0.44449532,0
1727,16.691936,32.087574,-0.37472317,0
1728,16.883747,31.890984,-0.25589353,0
1729,-12.451501,-1.0049802,7.332796,1
1730,16.90732,32.057587,-0.30877325,0
1731,2.4564152,2.9944677,-17.492563,1
1732,16.623468,32.22768,-0.24128343,0
1733,16.84891,32.00286,-0.4496996,0
1734,-12.180455,8.077061,-4.2352343,1
1735,16.77472,32.16997,-0.24467812,0
1736,-12.014685,8.250539,-4.383845,1
1737,16.706394,32.08023,-0.21734339,0
1738,17.065622,32.14441,-0.35578245,0
1739,0.9154079,0.69234765,-8.738234,1
1740,-16.784586,9.3463955,4.956909,1
1741,16.975704,32.21921,-0.42108062,0
1742,16.478527,31.981989,-0.299003,0
1743,16.740719,31.9532,-0.6051397,0
1744,-12.1822605,8.075247,-4.2336044,1
1745,16.700476,32.257374,-0.21906894,0
1746,16.859322,31.83038,-0.31115404,0
1747,16.897068,31.984247,-0.16663143,0
1748,16.892708,32.00134,-0.19424458,0
1749,16.908493,32.228382,-0.28781596,0
1750,16.612709,31.922205,-0.52719927,0
1751,-0.6925394,-0.9839049,-3.1014674,1
1752,-12.021856,8.243336,-4.377467,1
1753,16.672558,31.993092,-0.25333425,0
1754,17.055141,32.41858,-0.42037016,0
1755,16.802818,32.088573,-0.10949351,0
1756,-3.938754,2.4496624,-6.7833023,1
1757,16.822607,31.995459,-0.47502166,0
1758,1.4777794,-19.279379,-1.7664546,1
1759,-15.163607,18.017574,10.937147,3
1760,-15.25067,18.104643,10.849722,3
1761,-0.6925577,-0.98390895,-3.101493,1
1762,2.4426548,2.9843464,-17.478817,1
1763,2.4506922,2.9829793,-17.486828,1
1764,16.803696,31.726511,-0.0783942,0
1765,16.723005,31.938284,-0.586221,0
1766,-9.948512,-14.389511,4.240949,1
1767,16.641367,32.282185,-0.38368297,0
1768,16.91173,31.916367,-0.5761295,0
1769,-15.247317,18.10129,10.853079,3
1770,-16.791815,9.351719,4.951601,1
1771,-12.183299,8.074124,-4.2325516,1
1772,16.49329,32.063774,-0.43932757,0
1773,16.91349,32.127666,-0.20531613,0
1774,2.4426317,2.9872465,-17.478788,1
1775,15.428686,7.0410795,-13.775258,5
1776,16.814789,31.720781,-0.07865372,0
1777,17.04361,32.40196,-0.42159453,0
1778,15.438045,7.0500517,-13.784319,5
1779,15.442502,7.054718,-13.78889,5
1780,-16.791834,9.351694,4.951625,1
1781,16.837084,32.014378,-0.35133094,0
1782,15.444165,7.056933,-13.7911005,5
1783,-16.219488,-3.711248,8.186101,1
1784,16.986752,32.085587,-0.4613266,0
1785,1.4747279,-19.260979,-1.7615142,1
1786,16.8612,31.889788,-0.28104082,0
1787,2.4551227,2.9716604,-17.491272,1
1788,16.838364,32.15449,-0.27766338,0
1789,-12.451371,-1.004877,7.332697,1
1790,-12.019248,8.245786,-4.3797913,1
1791,-10.078316,-14.263256,4.3153553,1
1792,-10.010052,-14.32986,4.227389,1
1793,16.830765,31.904745,-0.32460418,0
1794,-10.03737,-14.300551,4.1975656,1
1795,-16.792253,9.3471,4.9562163,1
1796,-16.791925,9.351229,4.95209,1
1797,-3.9381301,2.450252,-6.782695,1
1798,1.4822302,-19.280436,-1.7681197,1
1799,-9.94996,-14.39138,4.279314,1
1800,2.4447196,2.9778924,-17.480862,1
1801,0.97019035,0.74716383,-8.68365,1
1802,-15.226524,18.080498,10.874206,3
1803,15.443911,7.055881,-13.7900505,5
1804,2.4441066,2.9851856,-17.480265,1
1805,16.848604,32.113728,-0.32999858,0
1806,-10.068203,-14.269314,4.1696568,1
1807,16.88466,32.195892,-0.30752465,0
1808,-9.942382,-14.396834,4.2371974,1
1809,-15.256676,18.11064,10.843644,3
1810,15.433866,7.046501,-13.780685,5
1811,16.872158,31.843472,-0.43139446,0
1812,16.800426,32.019638,-0.22555822,0
1813,2.4018443,3.016068,-17.437992,1
1814,16.557566,32.079865,-0.48665413,0
1815,16.560299,31.931,-0.27567852,0
1816,15.455881,7.067385,-13.801561,5
1817,15.445793,7.0573225,-13.791496,5
1818,16.695253,31.887323,-0.35686365,0
1819,-15.210946,18.064907,10.889768,3
1820,1.4908693,-19.279202,-1.7771889,1
1821,16.66229,31.932823,-0.22312589,0
1822,-15.208374,18.06237,10.891982,3
1823,1.4839957,-19.269468,-1.7714605,1
1824,0.97011226,0.7470887,-8.683723,1
1825,13.01848,-2.8351147,-0.043591008,2
1826,-10.062654,-14.27913,4.3109155,1
1827,-15.1615925,18.01556,10.9391575,3
1828,-16.222084,-3.7087166,8.183684,1
1829,-9.965002,-14.374907,4.223851,1
1830,-9.886006,-14.456478,4.3536024,1
1831,-10.0348,-14.305033,4.2230043,1
1832,16.927197,32.21346,-0.25932065,0
1833,-12.179937,8.077583,-4.2358346,1
1834,15.447797,7.048499,-13.782685,5
1835,-15.298167,18.15214,10.802075,3
1836,1.4990581,-19.282362,-1.7848482,1
1837,-9.9379835,-14.402758,4.282406,1
1838,-10.0186205,-14.322525,4.2370477,1
1839,15.469062,7.0808883,-13.815075,5
1840,-12.451347,-1.0048232,7.332649,1
1841,-12.189626,8.067576,-4.2267275,1
1842,17.147036,31.963173,-0.22796042,0
1843,-15.211596,18.065573,10.888949,3
1844,-10.081833,-14.259695,4.3174853,1
1845,-10.068774,-14.272664,4.3072095,1
1846,-9.9353895,-14.405297,4.269751,1
1847,-12.181088,8.076409,-4.2347,1
1848,-12.019775,8.245243,-4.3793483,1
1849,-0.69255304,-0.98392135,-3.1014678,1
1850,16.6693,32.312172,-0.4531205,0
1851,16.803255,32.217793,-0.1887342,0
1852,-9.9460535,-14.39558,4.2499976,1
1853,1.4878193,-19.272728,-1.7950703,1
1854,16.747498,31.978407,-0.4642587,0
1855,16.953377,31.907988,-0.37054753,0
1856,15.460923,7.0733237,-13.807501,5
1857,1.5116165,-19.300144,-1.7962402,1
1858,16.936209,31.95369,-0.5678168,0
1859,1.4848061,-19.268114,-1.7709656,1
1860,1.5222412,-19.310646,-1.8070644,1
1861,0.970006,0.74698293,-8.683828,1
1862,13.018465,-2.835152,-0.043540534,2
1863,-15.191226,18.045198,10.909492,3
1864,16.954622,31.97208,-0.30650073,0
1865,17.057005,32.41599,-0.4265912,0
1866,-15.265751,18.119713,10.834584,3
1867,-9.96504,-14.374797,4.2117867,1
1868,16.884035,32.15673,-0.47537476,0
1869,-10.026948,-14.311756,4.2101974,1
1870,2.4304388,2.9635334,-17.466553,1
1871,16.735409,31.968122,-0.6036749,0
1872,15.4461775,7.0565476,-13.790719,5
1873,1.4789524,-19.267965,-1.7714691,1
1874,16.96241,31.968138,-0.36149088,0
1875,1.5197774,-19.312077,-1.8065797,1
1876,-16.791946,9.351255,4.9520607,1
1877,-9.917158,-14.425139,4.3343534,1
1878,-12.45131,-1.0047789,7.3326073,1
1879,-9.967776,-14.371409,4.2205544,1
1880,16.693575,32.189877,-0.2005057,0
1881,16.776876,32.12487,-0.5074646,0
1882,15.452089,7.063865,-13.798044,5
1883,-12.185624,8.07176,-4.2303934,1
1884,-3.938,2.4504006,-6.7825418,1
1885,15.42956,7.0415363,-13.775726,5
1886,2.426313,2.9920523,-17.462526,1
1887,1.5170653,-19.310003,-1.8043075,1
1888,1.501981,-19.27968,-1.7878864,1
1889,1.4661956,-19.25133,-1.7527808,1
1890,-15.148902,18.002861,10.951897,3
1891,1.5057104,-19.29685,-1.7904254,1
1892,16.627125,32.256832,-0.22254868,0
1893,-12.184695,8.072751,-4.231325,1
1894,1.5086943,-19.268194,-1.797218,1
1895,0.8977867,0.6747186,-8.755861,1
1896,17.140968,32.012447,-0.21353115,0
1897,15.420303,7.0327954,-13.766988,5
1898,15.44145,7.053212,-13.787408,5
1899,-16.790071,9.350381,4.952955,1
1900,17.14504,32.010876,-0.21270543,0
1901,16.8527,31.901276,-0.28727844,0
1902,13.018462,-2.8351939,-0.043494605,2
1903,16.924307,32.080986,-0.16653715,0
1904,-9.900594,-14.443931,4.351857,1
1905,-16.22055,-3.710195,8.185065,1
1906,16.754467,32.227123,-0.35000244,0
1907,16.459133,31.967836,-0.28837916,0
1908,-12.191392,8.066088,-4.224509,1
1909,-12.451266,-1.0047339,7.332564,1
1910,1.5043539,-19.292896,-1.7892611,1
1911,16.666346,31.791237,-0.5015168,0
1912,-12.451216,-1.0046881,7.3325205,1
1913,-9.948908,-14.390948,4.282497,1
1914,-15.132187,17.986162,10.968652,3
1915,-16.787258,9.350649,4.9527736,1
1916,16.717598,32.1856,-0.11925435,0
1917,16.65708,32.29021,-0.41864714,0
1918,2.4119115,2.9662595,-17.448069,1
1919,1.4459043,-19.230696,-1.7337015,1
1920,-16.79111,9.351159,4.952168,1
1921,-10.020246,-14.319383,4.2141504,1
1922,-16.219913,-3.710839,8.185715,1
1923,16.907967,31.999306,-0.26333112,0
1924,-15.201732,18.05571,10.898897,3
1925,-15.163157,18.01712,10.937544,3
1926,1.4983547,-19.302969,-1.7847571,1
1927,2.413167,2.9992187,-17.449339,1
1928,16.802418,31.71736,-0.07815317,0
1929,-3.9379182,2.450468,-6.782474,1
1930,16.724531,32.003094,-0.3948499,0
1931,16.786978,31.897156,-0.14930747,0
1932,16.757387,32.22902,-0.17915833,0
1933,-9.918643,-14.422097,4.3000937,1
1934,-3.9379044,2.4504876,-6.7824564,1
1935,-3.9367073,2.4516852,-6.781261,1
1936,-10.002789,-14.336832,4.181743,1
1937,1.4627216,-19.246029,-1.749249,1
1938,16.915709,31.92758,-0.6087392,0
1939,-12.018195,8.246893,-4.380736,1
1940,16.534298,32.094387,-0.48859337,0
1941,16.972452,31.922035,-0.36327514,0
1942,0.9151027,0.69204164,-8.738525,1
1943,-12.007048,8.258282,-4.39143,1
1944,-9.924538,-14.417774,4.329053,1
1945,-10.01046,-14.33054,4.2594404,1
1946,2.4407687,2.9711704,-17.476908,1
1947,17.035797,32.39091,-0.43032035,0
1948,-0.6925484,-0.9839217,-3.1014962,1
1949,17.00435,31.922611,-0.44752473,0
1950,16.885645,31.935791,-0.58110046,0
1951,-10.07101,-14.270476,4.3080482,1
1952,1.5085044,-19.297106,-1.793187,1
1953,-15.210931,18.064907,10.889599,3
1954,-9.958273,-14.382758,4.221671,1
1955,-10.070992,-14.270579,4.318446,1
1956,15.446253,7.0571203,-13.791312,5
1957,15.451807,7.06419,-13.79837,5
1958,-9.923058,-14.41913,4.321808,1
1959,-10.071583,-14.269666,4.319189,1
1960,-10.095409,-14.246052,4.323675,1
1961,16.898281,31.897362,-0.41387174,0
1962,13.018443,-2.8352175,-0.043451156,2
1963,16.588287,32.153248,-0.28546518,0
1964,0.9128819,0.68982804,-8.740742,1
1965,16.636452,31.759563,-0.5135591,0
1966,2.445886,2.9804072,-17.482035,1
1967,16.77897,32.034912,-0.34387574,0
1968,16.700981,32.230087,-0.19152257,0
1969,16.740698,31.961206,-0.6297441,0
1970,17.090986,32.095432,-0.35874003,0
1971,-12.451166,-1.0046488,7.33248,1
1972,-12.45111,-1.0046104,7.332441,1
1973,16.807606,31.723675,-0.07698231,0
1974,16.79285,31.969612,-0.17537437,0
1975,-12.451051,-1.0045779,7.3324094,1
1976,-9.969576,-14.371471,4.2604194,1
1977,-12.455717,-1.0116487,7.339495,1
1978,-9.996252,-14.344516,4.271219,1
1979,16.453836,31.965637,-0.28896588,0
1980,16.802921,32.106453,-0.44330117,0
1981,-12.012559,8.252963,-4.3863673,1
1982,-16.219345,-3.7114003,8.186269,1
1983,-10.04639,-14.292297,4.1972594,1
1984,16.454983,31.964792,-0.2872787,0
1985,16.752539,31.84345,-0.22080538,0
1986,-10.051152,-14.28749,4.1923885,1
1987,-15.139593,17.993551,10.961108,3
1988,-10.005342,-14.336516,4.2455754,1
1989,1.4695096,-19.25086,-1.7553457,1
1990,-15.268481,18.122448,10.831845,3
1991,13.018426,-2.835236,-0.04341473,2
1992,-12.18064,8.076854,-4.235108,1
1993,-16.221525,-3.7092445,8.184125,1
1994,-3.9376483,2.4507394,-6.7822146,1
1995,-0.6925669,-0.98391664,-3.101475,1
1996,16.652035,31.844778,-0.24777041,0
1997,-12.188725,8.068916,-4.2275567,1
1998,-0.6925538,-0.98391294,-3.1014767,1
1999,-3.9374626,2.4509325,-6.7820215,1
2000,-12.185515,8.07196,-4.23046,1
2001,-3.4412072,10.827748,6.0138197,3
2002,16.49102,32.037487,-0.42259246,0
2003,16.76224,32.125294,-0.3123374,0
2004,17.059633,32.416405,-0.43517867,0
2005,16.707216,32.109524,-0.15097758,0
2006,16.717445,32.00442,-0.3788412,0
2007,16.796335,31.739866,-0.07668027,0
2008,16.763945,32.145287,-0.11869627,0
